"STARFIELD OBSY CROWBOROUGH BEACON",,,,,,,,,,,,
Grid ref,TQ5118030447,Long,0.155642,Lat,51.053475,,,,,,,
Station no,567,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.24,0.98,1.50,3.34,6.09,1.61,,,,,,
February,6.35,2.00,1.62,2.01,3.60,1.18,,,,,,
March,1.03,2.34,1.89,3.77,1.17,5.10,,,,,,
April,1.40,3.33,1.17,2.71,1.50,2.78,,,,,,
May,1.01,1.15,2.98,2.43,3.28,1.18,,,,,,
June,3.30,1.35,4.20,4.35,1.29,4.40,,,,,,
July,0.97,2.21,1.76,4.85,1.08,0.48,,,,,,
August,2.71,1.61,5.77,4.83,1.67,3.29,,,,,,
September,1.80,1.82,0.35,2.52,2.30,,,,,,,
October,2.75,2.85,3.00,9.39,2.80,,,,,,,
November,4.87,0.72,3.16,2.68,1.80,,,,,,,
December,5.14,5.81,2.63,2.78,4.42,,,,,,,
Total,35.57,26.17,30.03,45.66,31.00,,,,,,,
Calc annual,35.57,26.17,30.03,45.66,31.00,20.02,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
