BRAMLEY,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,191/3,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.73,2.78,6.02,2.03,1.99,2.47,2.19,4.70,0.97,,,
February,2.92,0.71,1.80,0.63,2.02,2.67,1.35,1.39,1.35,,,
March,3.27,1.74,0.47,0.13,1.19,1.15,5.43,0.81,1.02,,,
April,1.34,1.83,1.08,1.05,1.12,2.69,2.20,1.83,1.69,,,
May,2.19,3.39,2.68,0.54,1.75,3.15,1.57,2.93,2.23,,,
June,1.85,0.20,1.55,1.52,2.60,2.38,2.55,2.71,0.37,,,
July,2.25,2.15,2.03,1.34,5.85,1.57,1.28,0.93,0.74,,,
August,4.23,3.20,1.30,1.74,1.53,4.81,0.55,3.84,1.10,,,
September,0.27,1.68,1.49,2.61,2.50,3.66,1.14,1.93,0.72,,,
October,1.09,3.68,3.03,4.40,3.60,1.00,0.52,2.24,7.51,,,
November,3.38,1.76,1.43,4.29,0.27,5.19,1.11,1.49,3.30,,,
December,2.03,3.61,1.86,2.83,4.44,3.49,3.24,4.31,1.64,,,
Total,27.55,26.73,24.74,23.11,28.86,34.23,23.13,29.11,22.64,,,
Calc annual,27.55,26.73,24.74,23.11,28.86,34.23,23.13,29.11,22.64,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,NaN,,
