"ULVERSTON COLTON - 5"" gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD318861,Long,-3.04861,Lat,54.265992,Elevation,216,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,6.64,9.96,3.24,10.97,6.2,3.15,1.16,0.74,4.81,9.18,8.26,4.09,5.75,3.39,2.72,4.46,8.96,3.63,5.94,2.24,5.53,2.57,4.24,1.33,5.88,8.36,7.42,3.61,4.13,6.14,6.85,2.88,,,,
February,,,,,3.97,1.89,5.31,5.18,4.12,5.18,5.31,5.78,4.8,4.35,4.63,7.21,2.01,2.92,1.05,3.6,1.08,0.55,2.27,8.69,9.33,1.03,4.33,3.85,4.93,4.17,5.97,1.7,3.11,5.11,4.96,3.13,,,,
March,,,,,3.88,1.53,4.93,4.12,2.76,3.44,2.86,7.27,5.44,1.5,4.86,5.62,5.3,2.32,3.87,4.08,5.15,2.01,1.73,2.33,3.81,5.98,7.18,7.8,1.91,3.64,0.66,4.02,3.74,6.33,4.65,2.73,,,,
April,,,,,1.54,1.75,3.56,2.72,2.92,2.12,2.96,2.36,4.66,3.44,1.31,3.11,2.88,2.56,2,3.3,2.32,3.34,1.8,0.97,1.66,3.42,2.04,3.46,4.87,6.16,3.87,3.45,2.83,2.12,4.55,5.49,,,,
May,,,,,0.97,2.66,0.47,4.42,4.14,1.7,2.26,5.39,3.17,2.02,3.69,3.24,7.64,2.31,2.11,3.68,4.12,2.17,5.78,2.84,4.59,0.59,0.42,2.26,3.76,4.94,3.16,1.78,3.22,4.61,2.85,2,,,,
June,,,,,0.25,4.27,5.44,3.03,4.18,6.73,3.19,5.48,5.44,4.19,0.7,2.07,2.64,0.44,2.47,1.06,5.84,2.55,3.46,1.66,4.72,2.14,3.52,5.96,4.15,2.1,4.33,3.18,1.32,3.14,1.97,3.47,,,,
July,,,,,1.35,3.82,3.84,5.68,0.89,7.9,4.97,7.02,9.41,2.32,7.07,4.51,6.2,2.14,8.59,4.56,4.48,2.83,2.78,5.21,5.26,5.99,5.62,2.19,1.11,3.72,1.7,1.26,4.31,5,3.53,2.31,,,,
August,,,,,8.57,3.88,3.95,6.1,7.72,5.41,1.61,6.93,5.8,5.49,1.54,3.08,3.69,2.06,5.54,6.65,5.83,12.23,10.51,5.96,5.28,4.75,4.16,8.3,8.52,2.26,7.24,5.72,5.09,9.1,4.54,5.5,,,,
September,,,,,6.4,7.73,5.53,4.33,5.9,6.86,5.36,3.84,3.07,5.44,5.67,8.02,7.71,5.38,1.82,3.59,6.24,7.34,8.33,6.54,0.51,1.75,8.3,4.84,3.1,6.94,4.42,2.51,1.55,8.03,3.3,3.8,,,,
October,,,,,12.24,8.87,3.93,11.97,6.47,2.73,1.63,3.53,4.66,6.96,4.31,5.89,7.42,4.31,6.11,6.31,4.47,6.29,6.47,7.23,7.21,6.49,6.36,3.84,5.99,4.5,8.45,5.93,4.64,11.06,3.91,4.27,,,,
November,,,,,6.81,7.57,4.03,10.76,2.61,1.46,7.65,7.61,9.57,7.01,2.49,5.75,6.88,3.88,7.49,3.43,10.86,6.59,5.83,3.38,8.91,5.66,1.68,10.41,6.75,5.19,6.49,6.91,5.51,4.34,5.58,7.87,,,,
December,,,,,5.19,3.64,8.3,8.45,2.77,3.69,7.19,6.52,4.23,5.74,7.06,2.5,6.59,4.49,6.04,6,0.94,10.31,3.85,6.04,7.57,6.11,8.64,9.03,7.27,4.47,9.56,6.7,6.46,4.52,6.36,3.32,,,,
Total,,,,,57.81,57.57,52.53,77.73,50.68,50.37,46.15,62.47,65.06,57.64,51.59,55.09,64.71,36.2,49.81,50.72,60.29,59.84,58.75,53.09,64.38,46.48,56.49,63.27,58.24,56.45,63.27,46.77,45.91,69.5,53.05,46.77,,,,
