"COLTON",,,,,,,,,,,,
Grid ref,SD318861,Long,-3.048610,Lat,54.265992,,,,,,,
Station no,RR2867,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,7.42,3.61,4.13,6.14,6.85,2.88,,,,,,
February,5.97,1.70,3.11,5.11,4.96,3.13,,,,,,
March,0.66,4.02,3.74,6.33,4.65,2.73,,,,,,
April,3.87,3.45,2.83,2.12,4.55,5.49,,,,,,
May,3.16,1.78,3.22,4.61,2.85,2.00,,,,,,
June,4.33,3.18,1.32,3.14,1.97,3.47,,,,,,
July,1.70,1.26,4.31,5.00,3.53,2.31,,,,,,
August,7.24,5.72,5.09,9.10,4.54,5.50,,,,,,
September,4.42,2.51,1.55,8.03,3.30,3.80,,,,,,
October,8.45,5.93,4.64,11.06,3.91,4.27,,,,,,
November,6.49,6.91,5.51,4.34,5.58,7.87,,,,,,
December,9.56,6.70,6.46,4.52,6.36,3.32,,,,,,
Total,63.27,46.77,45.91,69.50,53.05,46.77,,,,,,
Calc annual,63.27,46.77,45.91,69.50,53.05,46.77,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
