"CHERTSEY (OTTERSHAW)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,237/2,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,1.88,2.25,1.75,0.79,4.23,,,,,,
February,,0.12,3.16,0.15,2.49,1.72,,,,,,
March,,1.31,2.62,2.25,0.26,1.61,,,,,,
April,,2.14,0.72,1.64,2.84,1.56,,,,,,
May,,3.75,2.84,0.45,1.57,0.73,,,,,,
June,,0.90,1.80,1.13,2.67,3.11,,,,,,
July,,2.47,1.58,2.55,1.84,3.29,,,,,,
August,,0.81,0.54,2.80,2.98,0.79,,,,,,
September,,2.20,2.35,1.42,3.35,2.20,,,,,,
October,,4.73,1.77,1.55,2.83,2.01,,,,,,
November,,1.20,0.82,2.27,4.69,2.70,,,,,,
December,,0.41,0.36,5.20,2.32,1.92,,,,,,
Total,,21.92,20.81,23.16,28.53,25.87,,,,,,
Calc annual,0.00,21.92,20.81,23.16,28.63,25.87,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,-0.00,0.00,-0.10,0.00,NaN,NaN,NaN,NaN,,
