CHERTSEY-OTTERSHAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ011636,Long,-0.5486,Lat,51.363,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,237/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,3.05,1.7,1.02,1.07,2.37,1.85,0.53,1.5,3.1,1.91,0.66,2.03,0.94,2.78,2.95,1.02,0.92,2.85,2.4,0.93,3.65,0.54,1.72,0.82,1.51,1.11,3.43,2.55,0.68,4.4,0.9,1.19,3.43,4.16,2.24,2.37,3.03,1.54,2.62,1.89,3.18,1.35,3.56,1.27,,,1.88,2.25,1.75,0.79,4.23,,,,
February,,,,,,,0.4,0.61,1.28,2.07,1.08,0.05,1.12,3.11,1.65,0.16,0.34,2.52,1.56,2.22,4.97,2.29,1,1.05,3.21,0.66,1.83,1.53,0.95,0.39,2.76,1.25,1.89,0.9,2.68,3.8,4.35,1.03,1.06,2.46,0.34,0.33,2.32,3.59,0.75,3.53,2.28,3.83,1.77,0.57,,,0.12,3.16,0.15,2.49,1.72,,,,
March,,,,,,,1.16,1.61,3.17,1.51,1.63,1.71,1.14,0.27,1.33,1.27,3.16,3.63,1.24,0.55,1.14,1.8,1.77,2.53,1.4,3.4,1.19,0.94,2.5,3.04,1.07,1.46,2.75,2.78,4.34,0.96,4.6,1.94,0.94,3.84,1.55,1.2,1.96,3,0.99,0.69,0.52,2.69,1.9,0.03,,,1.31,2.62,2.25,0.26,1.61,,,,
April,,,,,,,1.52,1.56,1.79,2.19,2.05,0.89,0.93,0.08,1.48,1.31,0.56,1.59,1.04,2.39,0.86,1.96,0.93,2,1.38,1.38,0.49,3.36,3.03,1.81,1.27,2.31,0.03,2.19,1,1.23,0.95,2.11,3.78,2.59,3.99,0.87,2.92,2.62,3.28,2.18,3.15,2,1.54,1.01,,,2.14,0.72,1.64,2.84,1.56,,,,
May,,,,,,,3.75,1.43,1.26,3.17,1.6,2.43,1.03,0.84,1.97,0.42,0.28,1.16,3,1.48,1.17,0.56,2.26,2.55,2.68,0.47,2.23,1.57,1.5,1.79,1.5,1,1.1,1.8,1.01,3.64,1.96,1.77,2.15,0.29,0.81,1.3,1.01,2.67,3.68,2.67,1.67,1.26,2.1,1.78,,,3.75,2.84,0.45,1.57,0.73,,,,
June,,,,,,,0.38,1.23,3.19,0.79,2.76,1.45,2.95,0.92,2.14,0.22,2.99,2.76,1.58,2.02,2.1,1.88,4.55,6.92,0.63,4.7,2.26,2.18,1.36,3.45,1.72,1.79,4.11,0.59,1.19,2.44,1.57,2.66,0.77,1.2,1.79,0.26,0.97,0.43,3.78,0.02,3.54,3.3,2.41,1.35,,,0.9,1.8,1.13,2.67,3.11,,,,
July,,,,,,,1.91,0.87,5.36,1.61,3.91,2.99,2.51,1.94,4.28,4.46,1.02,0.79,0.57,0.53,0.99,1.87,1.11,4.09,1.77,0.37,0.27,1.34,2.52,2.57,2.25,0.85,1.21,1.06,2.19,4.41,0.95,5.36,5.28,3.27,5.42,0.69,3.32,1.89,3.75,3.74,1.93,2.59,2.09,1.55,,,2.47,1.58,2.55,1.84,3.29,,,,
August,,,,,,,0.73,1.54,2.22,1.72,2.03,3.84,4.26,1.14,2.38,2.25,2,2.77,1.14,0.77,2.49,1.97,3.69,2.89,1.6,2.66,0.75,2.39,2.55,1.6,2.33,0.51,4.93,1.25,2.09,2.67,3.2,5.45,1.36,2.44,1.6,0.76,2.66,1.81,3.33,3.46,1.85,3.7,2.16,1.99,,,0.81,0.54,2.8,2.98,0.79,,,,
September,,,,,,,1.85,2.19,1.13,1.25,0.78,1.49,2.11,1.07,1.82,1.6,5.56,1.88,1.02,2.72,0.36,1.04,1.24,2.83,1.57,1.91,1.32,0.6,1.33,3.54,0.75,1.15,2.67,1.86,0.79,2.28,1.56,1.76,5.11,1.83,2.39,2.05,1.58,1.88,3.46,3.05,0.99,4.99,1.11,0.15,,,2.2,2.35,1.42,3.25,2.2,,,,
October,,,,,,,3.03,1.27,1.36,2.97,0.99,5.51,3.87,4.75,4.32,3.27,2.45,0.86,3.9,2.79,1.77,1.81,1.64,6.48,1.6,1.48,4.08,4.08,2.67,3.62,3.74,2.91,2.57,4.46,1.91,2.86,4.2,3.37,1.61,0.78,1.69,1.1,1.14,6.09,3.63,3.2,2.63,1.35,4.42,3.12,,,4.73,1.77,1.55,2.83,2.01,,,,
