"GOUROCK (COVES RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5317,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.69,8.16,6.61,,,,,,,,,
February,5.56,3.02,6.55,,,,,,,,,
March,3.91,4.64,4.35,,,,,,,,,
April,2.85,2.90,4.97,,,,,,,,,
May,2.64,3.57,4.09,,,,,,,,,
June,1.55,3.32,4.06,,,,,,,,,
July,3.82,4.22,,,,,,,,,,
August,4.73,6.11,,,,,,,,,,
September,2.01,,,,,,,,,,,
October,6.91,,,,,,,,,,,
November,6.70,,,,,,,,,,,
December,3.84,7.82,,,,,,,,,,
Total,45.21,,,,,,,,,,,
Calc annual,45.21,43.76,30.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
