"ACHONACHIE LODGE [BEAULY]",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4348,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,,4.06,3.59,0.93,,
February,,,,,,,,5.44,1.43,1.07,,
March,,,,,,,,1.99,3.18,4.04,,
April,,,,,,,,1.66,0.84,1.09,,
May,,,,,,,,1.71,2.39,2.13,,
June,,,,,,,,4.08,2.45,2.36,,
July,,,,,,,,1.99,1.27,4.24,,
August,,,,,,,,4.88,3.25,3.32,,
September,,,,,,,,1.56,4.32,1.99,,
October,,,,,,,,5.71,3.25,1.99,,
November,,,,,,,,5.40,3.50,1.87,,
December,,,,,,,,4.08,2.81,2.57,,
Total,,,,,,,,42.56,32.28,27.54,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.56,32.28,27.60,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.06,,
