BEAMINSTER-EAST-STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST482011,Long,-2.736518,Lat,50.807126,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,6.71,4.38,7.24,2.68,3.88,4.49,8.76,3.36,2.93,4.42,4.07,7.87,1.06,0.65,4.4,3.34,1.15,2.34,4.54,5.34,3.97,4.94,7.12,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,6.87,1.48,3.08,4.68,4.97,0.25,1.5,0.64,3.16,3.26,1.73,1.68,1.8,7.06,6.04,0.73,2.05,3.79,3.04,0.12,5.35,4.17,0.39,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,4.68,0.23,1.55,3.54,3.56,2.99,0.91,0.25,1.68,1.56,8.75,1.52,1.43,2.74,4.38,4.02,0.67,5.57,1.63,1.01,3.61,1.69,4.44,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,2.46,0.19,2.72,1.62,3.3,2.27,1.06,2.14,1.08,1.92,3.07,2.18,2.29,2.81,2.36,3.03,3.84,0.32,1.25,1.01,0.16,0.97,3.91,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,3.28,2.88,0.7,1.82,2.18,4.24,3.13,1.03,3.68,4.28,2.64,4.57,3.69,1.55,2.81,3.06,3.73,2.24,4.48,0.67,2.4,3.61,0.81,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.36,1.5,3.38,0.55,1.63,0.32,1.47,3.41,3.82,4.2,2.45,1.83,0.45,0.96,0.95,1.67,3.46,2.94,2.86,2.73,2.32,3.79,1.21,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,3.39,3.85,6.27,2.87,1.61,1.69,2.62,4.18,1.91,1.04,3.11,1.29,1.57,5.22,2.79,0.98,4.02,2.61,4.57,2.77,3.79,2.62,1.62,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,1.07,2.43,2.67,0.1,4.4,5.66,4.26,3.16,2.47,5.64,1.02,5.53,1.83,5.54,5.81,5.04,2.41,3.55,0.67,5.93,3.91,2.76,1.33,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,2.98,3.3,1.91,1.18,2.06,1.34,2.99,3.19,2.03,3.08,6.18,1.67,3.19,4.74,5,4.29,6.58,3.14,4.86,1.98,6.5,4.3,6.11,0.06,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,1.93,4.8,5.01,5.29,5.71,1.57,4.87,5.15,6.2,5.8,1.35,1.02,3.29,7.57,1.65,0.82,5.32,4.16,3.74,2.85,2.35,2.82,3.55,3.9,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
