"BEAMINSTER (HAMILTON LODGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1605,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.91,4.16,6.24,2.45,4.46,5.37,5.21,3.53,6.77,1.78,7.46,
February,1.02,0.34,3.81,9.26,0.99,5.30,2.08,4.32,2.86,1.85,0.91,
March,3.35,2.70,3.95,1.85,1.96,0.61,0.45,4.81,3.18,0.38,1.94,
April,4.78,1.17,3.99,2.87,4.05,2.55,2.97,1.90,2.01,1.09,3.45,
May,2.38,2.88,1.21,1.80,6.63,5.18,2.38,0.92,1.34,2.72,1.83,
June,2.30,0.46,1.05,0.56,2.58,0.01,3.41,3.09,2.38,2.00,0.71,
July,6.30,0.57,5.71,1.39,5.32,2.98,3.32,3.72,1.76,1.77,2.99,
August,2.72,1.93,4.53,2.89,3.17,3.12,1.55,3.35,2.01,2.56,4.56,
September,1.87,0.90,2.71,3.90,5.97,4.16,0.81,5.87,1.91,0.42,5.18,
October,2.86,1.02,1.91,6.38,6.46,5.13,3.81,3.56,8.51,5.82,3.17,
November,2.11,3.34,2.56,2.52,4.89,4.24,11.46,3.84,4.46,13.39,7.12,
December,4.72,1.82,5.13,5.07,6.23,5.44,0.63,4.48,3.38,8.67,5.70,
Total,40.32,21.29,42.80,40.94,52.71,44.09,38.08,43.39,40.57,42.45,45.02,
Calc annual,40.32,21.29,42.80,40.94,52.71,44.09,38.08,43.39,40.57,42.45,45.02,
Difference,0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,
