SOUTH LODGE OLD SITE,,,,,,,,,,,,
Grid ref,TQ219254,Long,-0.263588,Lat,51.015068,,,,,,,
Station no,495/4/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.52,2.56,1.44,1.72,4.20,4.81,2.87,3.95,3.13,3.36,,
February,6.42,0.95,1.43,2.57,1.79,0.57,4.76,2.70,0.09,2.87,,
March,3.78,3.45,0.33,3.54,1.56,0.81,1.62,2.22,2.07,1.74,,
April,2.41,2.08,2.66,0.48,0.41,1.58,0.23,1.04,2.87,1.12,,
May,2.58,2.31,2.07,2.40,4.36,0.43,1.36,3.14,0.63,1.78,,
June,2.38,1.22,1.77,5.07,1.82,2.57,1.25,3.99,1.03,2.42,,
July,2.81,1.32,3.23,3.34,0.76,4.51,4.09,1.93,0.93,3.77,,
August,5.03,2.41,2.38,3.84,0.74,3.27,2.65,4.34,2.38,5.52,,
September,3.23,3.38,4.01,2.82,2.31,3.99,3.52,4.54,0.10,5.40,,
October,1.37,3.39,4.10,2.67,4.27,1.49,1.53,3.33,3.60,7.49,,
November,5.80,3.89,1.59,6.60,1.46,1.02,2.95,2.59,3.84,7.07,,
December,3.39,2.73,0.97,2.17,3.69,5.31,2.30,4.55,7.35,3.83,,
Total,42.72,29.69,25.98,37.22,27.37,30.36,29.13,38.32,28.02,46.37,,
Calc annual,42.72,29.69,25.98,37.22,27.37,30.36,29.13,38.32,28.02,46.37,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
