HALIFAX W.W. GORPLE RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD944308,Long,-2.086449,Lat,53.773507,Eevation,1028,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,10.38,1.54,5.44,5.15,6.17,3.5,4.25,2.15,7.18,5.2,8.05,8.28,3.27,1.77,6.03,8.22,7.33,4.89,5.97,5.26,10.51,3.5,4.31,6.37,8.06,2.04,5.41,4.05,7.24,5.57,6.44,4.27,7.02
February,,,,,,,,,4.38,0.83,0.66,5.27,0.28,5.94,0.41,7.22,3.56,7.24,2.55,7.37,2.87,6.97,2.59,4.06,2.44,6,6.69,4.36,3.87,4.24,8.2,4.97,1.73,4.16,4.79,3.9,2.06,5.36,9.92,1.05,5.82
March,,,,,,,,,3.2,0.93,2.11,0.54,3.1,2.99,3.02,1.92,3.58,2.52,2.29,4.09,4.43,5.24,4.06,1.32,0.72,1.71,1.68,9.81,2.34,2.25,3.16,5.46,2.58,2.36,4.18,2.82,2.19,4.98,2.91,2.64,2.09
April,,,,,,,,,1.8,1.67,3.35,4.41,3.85,2.11,2.91,4.16,1.6,4.37,0.87,2.42,4.46,2.82,2.61,2.9,3.93,2.74,1.51,5.24,3.26,4.37,4.54,3.19,3.43,4.82,1.03,2.68,4.04,0.45,1.98,5.14,3.73
May,,,,,,,,,1.48,2.43,2.49,2.88,4.8,2.74,3.18,0.96,1.63,3.14,5.34,1.71,1.31,2.48,4.52,3.95,3.47,5.29,2.11,2.82,1.68,2.86,2.56,3.42,2.23,3.17,4.31,5.41,2.14,1.87,6.34,2.79,2.74
June,,,,,,,,,7.11,1.55,1.95,6.47,1.54,3.78,2.42,4.87,4.89,2.94,5.67,4.2,0.91,0.89,1.53,4.41,4.63,5.02,4.05,2.51,5.95,0.89,2.39,1.55,2.86,6.87,3.76,3.59,3.52,2.87,5.55,3.55,1.88
July,,,,,,,,,1.58,1.95,6.45,5.32,4.52,3.17,2.87,2.2,6.54,2.68,6.99,9.22,5.4,2.32,5.31,2.97,4.02,3.41,4.41,4.05,2.39,2.54,5.02,4.33,3.21,5.77,6.25,1.03,6.38,6.42,4.54,3.01,7.16
August,,,,,,,,,7.3,2.76,6.76,5.44,1.22,1.9,4.88,2.35,3.89,2.41,7.68,4.52,2.93,7.37,5.44,7.17,3.66,4.83,7.56,0.43,5.51,3.45,7.5,5.19,7.02,6.98,8.75,1.46,11.48,8.04,4.14,0.72,6.62
September,,,,,,,,,0.75,1.14,5.17,4.41,5.5,1.63,4.01,8.42,5,2.56,2.61,1.82,4.49,0.93,3.44,5.12,7.26,3.44,7.96,3.48,3.95,1.55,8.44,3.26,4.83,4.66,7,3.64,4.88,7.89,5.65,0.4,3.67
October,,,,,,,,,6.76,4.8,7.6,2.91,8.22,5.38,5.57,11.73,6.23,3.12,13.63,3.86,5.51,5.93,8.07,3.53,6.03,6.02,1.51,1.47,2.68,6.91,3.36,1.52,6.49,2.61,10.1,3.42,3.02,7.23,5.3,6.85,6.93
November,,,,,,,,,6.38,8.45,7.13,10.22,3.49,2.8,2.86,7.64,7.41,2.04,10.11,9.34,10.02,3.52,1.23,4.14,8.61,0.74,9.76,6.73,2.59,6.81,6.8,10.25,3.46,5.9,9.37,3.37,2.42,3.22,2.2,6.69,9.45
December,,,,,,,,,2.47,7.96,5.06,2.55,2.55,0.64,7.86,5.47,7.98,3.35,6.58,4.45,5.91,3.63,4.51,3.46,5.84,3.76,5.02,4.25,5.87,8.86,4.22,10.29,5.56,2.37,10.26,7.11,6.91,7.6,5.27,10.9,6.5
Total,,,,,,,,,53.59,36.01,54.17,55.57,45.24,36.58,44.24,59.09,59.49,41.57,72.37,61.28,51.51,43.87,49.34,51.25,57.94,47.85,58.23,50.41,50.6,48.23,60.5,59.8,51.46,51.71,75.21,42.48,56.28,61.5,60.24,48.01,63.61
