"HALIFAX W.W. (GORPLE RES.) NO.2",,,,,,,,,,,,
Grid ref,SD930301,Long,-2.107675,Lat,53.767198,,,,,,,
Station no,3258,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.88,6.60,2.12,5.29,3.57,6.85,5.52,5.81,4.21,6.56,,
February,4.85,1.74,3.66,4.51,4.11,1.74,5.38,8.74,1.05,5.30,,
March,5.19,2.94,2.68,4.02,2.74,2.15,5.10,2.78,2.43,1.99,,
April,3.53,4.32,4.22,1.04,2.74,4.15,0.56,1.83,4.85,3.42,,
May,3.45,2.37,3.23,4.34,4.90,2.23,2.05,6.02,2.66,2.53,,
June,1.82,4.32,7.02,3.71,3.63,3.53,2.81,4.94,4.41,1.58,,
July,4.75,3.18,6.51,6.30,1.01,6.73,6.81,4.70,3.48,6.84,,
August,6.07,7.33,6.30,9.05,1.46,11.78,7.51,3.96,1.11,6.92,,
September,4.08,5.08,5.13,7.01,3.64,5.32,7.44,5.94,0.47,3.43,,
October,1.63,6.94,2.86,10.09,3.63,2.99,7.05,5.04,6.70,6.81,,
November,12.33,3.41,6.48,8.65,3.40,2.43,2.83,2.12,6.83,8.57,,
December,11.45,5.26,2.70,9.33,6.72,7.25,6.91,5.40,10.17,5.70,,
Total,67.03,53.49,52.91,73.34,41.55,57.15,59.97,57.28,48.37,59.65,,
Calc annual,67.03,53.49,52.91,73.34,41.55,57.15,59.97,57.28,48.37,59.65,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,,
