AVIEMORE ROTHIEMURCHUS,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8465,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.00,4.40,3.65,4.42,,,,,,,,
February,4.80,1.29,2.24,2.18,,,,,,,,
March,3.16,2.45,2.50,0.50,,,,,,,,
April,2.03,1.40,3.40,1.29,,,,,,,,
May,1.77,1.62,2.08,5.94,,,,,,,,
June,0.70,1.04,1.68,1.47,,,,,,,,
July,3.23,2.29,3.92,5.10,,,,,,,,
August,3.10,2.68,2.28,4.61,,,,,,,,
September,1.28,1.45,1.13,2.23,,,,,,,,
October,1.85,2.24,1.87,3.67,,,,,,,,
November,3.43,1.30,2.15,2.43,,,,,,,,
December,1.63,4.63,3.67,2.50,,,,,,,,
Total,30.98,26.79,30.57,36.34,,,,,,,,
Calc annual,30.98,26.79,30.57,36.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
