"ULLAPOOL, INVERPOLLY LODGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2457,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.00,,4.13,,,,,,,,,
February,6.68,,3.66,,,,,,,,,
March,4.30,,2.89,,,,,,,,,
April,1.57,,2.38,,,,,,,,,
May,3.25,,5.51,,,,,,,,,
June,1.11,,2.69,,,,,,,,,
July,0.99,,1.90,,,,,,,,,
August,2.03,,3.40,,,,,,,,,
September,3.97,,1.76,,,,,,,,,
October,0.56,,1.71,,,,,,,,,
November,5.57,,4.39,,,,,,,,,
December,3.95,,6.09,,,,,,,,,
Total,38.98,,40.51,,,,,,,,,
Calc annual,38.98,0.00,40.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
