"TIREE, HYNISH HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5455,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,7.37,1.65,5.70,
February,,,,,,,,,3.64,2.66,0.39,
March,,,,,,,,,4.20,0.60,2.55,
April,,,,,,,,,1.94,1.80,2.26,
May,,,,,,,,,0.86,3.56,1.27,
June,,,,,,,,,2.56,2.85,3.79,
July,,,,,,,,,2.30,3.13,2.18,
August,,,,,,,,,2.33,4.50,4.72,
September,,,,,,,,,3.40,2.64,2.40,
October,,,,,,,,,6.58,6.68,6.19,
November,,,,,,,,2.53,5.62,4.54,5.44,
December,,,,,,,,0.72,5.57,6.77,4.63,
Total,,,,,,,,,46.37,41.38,41.52,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.25,46.37,41.38,41.52,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,
