"WHITTLESFORD SAWSTON HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4836,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,1.48,1.71,3.30,2.47,1.53,3.05,1.10,1.19,2.24,1.67,,
February,1.73,0.89,1.17,0.68,1.29,2.40,3.71,0.55,0.80,3.60,,
March,0.87,1.65,2.72,1.68,3.43,1.29,3.66,1.78,0.72,2.25,,
April,2.13,0.87,0.16,1.46,0.53,1.08,1.26,1.32,3.69,3.30,,
May,2.67,1.27,1.29,1.70,1.03,2.22,2.21,1.54,1.87,0.36,,
June,1.45,2.35,2.84,1.41,2.18,1.66,1.66,2.39,0.53,1.53,,
July,1.77,0.61,2.22,1.76,1.60,3.33,1.81,3.93,3.11,3.34,,
August,2.21,0.68,7.14,0.66,0.74,3.45,3.94,4.14,0.89,2.43,,
September,1.30,1.18,1.88,1.41,0.69,1.54,1.60,1.23,5.57,0.70,,
October,1.77,2.02,1.99,2.98,1.46,1.13,2.83,3.40,1.29,0.42,,
November,2.50,2.64,1.64,1.81,2.64,1.94,2.98,0.82,1.93,1.61,,
December,3.46,3.71,2.31,0.70,5.78,3.58,2.29,0.74,1.71,3.38,,
Total,23.34,19.58,28.66,18.72,22.90,26.67,29.05,23.03,24.35,24.59,,
Calc annual,23.34,19.58,28.66,18.72,22.90,26.67,29.05,23.03,24.35,24.59,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
