WHITTLESFORD-SAWSTON-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL489493,Long,0.17352,Lat,52.121965,Elevation,86,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,1.98,2.33,0.48,0.58,2.03,1.6,1.19,2.71,1.09,0.68,0.79,1.48,1.71,3.3,2.47,1.53,3.05,1.1,1.19,2.24,1.67,1.83,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,1.22,3.53,0.74,0.92,0.55,2.57,1.35,1.85,1.32,1.04,0.28,1.73,0.89,1.17,0.68,1.29,2.4,3.71,0.55,0.8,3.6,0.27,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,0.98,0.73,1.93,1,1.95,1.25,2.36,1.58,0.92,2.02,2.89,0.87,1.65,2.72,1.68,3.43,1.29,3.66,1.78,0.72,2.25,1.27,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,2.23,1.15,2.15,0.77,1.8,0.61,1.8,0.81,2.56,2.94,1.45,2.13,0.87,0.16,1.46,0.53,1.08,1.26,1.32,3.69,3.3,4.56,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.98,1.57,1.16,4.04,3.2,1.53,1.39,1.25,2.78,1.16,1.13,2.67,1.27,1.29,1.7,1.03,2.22,2.21,1.54,1.87,0.36,1.64,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,1.07,2.18,1.44,3.16,4.57,1.38,3.84,3.32,2.35,0.92,3.52,1.45,2.35,2.84,1.41,2.18,1.66,1.66,2.39,0.53,1.53,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,1.58,1.39,2.01,0.89,3.94,3.32,1.32,1.75,1.6,2.73,2.92,1.77,0.61,2.22,1.76,1.6,3.33,1.81,3.93,3.11,3.34,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,0.87,2.66,1.87,3.72,2.86,2.08,2.73,1.15,2.77,1.89,2.07,2.21,0.68,7.14,0.66,0.74,3.45,3.94,4.14,0.89,2.43,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,1.72,0.41,1.43,0.7,2.56,1.27,2.07,0.87,0.81,1.9,1.93,1.3,1.18,1.88,1.41,0.69,1.54,1.6,1.23,5.57,0.7,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,1.89,2.04,2.76,1.13,4.59,1,1.39,3.46,2.39,1.27,3.46,1.77,2.02,1.99,2.98,1.46,1.13,2.83,3.4,1.29,0.42,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
