WASHINGTON GLEBE SCHOOL GARDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ314561,Long,-1.511908,Lat,54.898649,Elevation,160,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,0.75,2.57,1.62,1.89,2.03,3.07,1.82,1.13,1.54,1.65,2.24,3.91,1.16,2.14,3.92,1.05,3.44,3.25,2.93,0.68,3.74,1.11,1.64,7.79,0.72,1.56,1.41,1.05,0.66,2.42,1.67,1.45,,1.05,2.24,
February,,,,,,2.38,2.2,0.51,1.7,0.81,1.45,1.36,0.95,2.57,0.6,2.49,1.73,5.34,0.94,0.79,1.93,5.99,1.71,0.71,1.57,1.83,0.52,1.67,1.02,0.52,3.47,2.34,0.49,1.5,3.3,1.97,1.58,,2.87,0.86,
March,,,,,,1.41,1.04,2.04,2.22,0.13,1.57,1,2.61,0.93,3.41,0.5,3.01,3.22,0.19,3.11,1.89,3.17,0.83,0.85,0.58,0.42,1.36,4.21,0.59,0.97,0.67,3.12,1.31,0.02,1.12,1.41,1.57,,2.88,0.95,
April,,,,,,2.55,1.02,1.8,0.85,1.3,1.35,3.09,1.36,0.9,3.54,2.97,1.04,2.38,0.08,0.83,1.24,0.78,0.65,0.58,1.72,1.07,1.04,2.51,1.42,1.35,1.75,1.3,2.03,2.16,0.33,0.55,1,,1.86,1.63,
May,,,,,,3.44,1.66,1.41,1.56,0.93,0.91,3.11,3.36,1.31,1.66,1.07,1.79,2.57,2.68,1.07,1.05,2.13,0.96,2.6,1.65,3.19,1.84,2.7,1.22,0.64,1.59,4.69,1.68,2.07,2.78,1.95,0.61,,2.58,0.54,
June,,,,,,0.05,2.93,2.57,4.05,2.01,1.19,3.3,1.05,1.71,1.92,2.62,4.23,2.28,3.42,2.02,0.84,0.86,,1.78,1.46,1.64,2.28,1.64,2.76,1.46,0.97,1.42,1.28,1.9,2.14,3.66,4.65,,2.39,4.37,
July,,,,,,1.36,3.23,4.89,0.71,1.82,5.51,3.28,2.02,2.01,1.79,0.33,2.47,3.44,3.17,3.17,8.55,0.81,,2.55,2.37,2.04,2.95,2.81,0.8,2.21,3.54,2.33,0.72,1.66,1.65,1.11,2.46,,1.53,3.97,
August,,,,,,3.13,2.3,5.35,3.12,2.47,4.58,2.9,2.09,1.38,3.56,2.7,2.03,1.2,1.34,2.71,1.35,2.43,,3.64,1.88,3.79,3.3,0.39,4.37,1,5.7,4.83,1.75,4.3,4.95,2.74,7.06,,,1.29,
September,,,,,,3.3,2.18,3.97,1.44,1,3.45,4.02,2.39,1.65,1.29,3.65,2.93,1.42,1.92,3.02,1.46,0.32,,3.4,6.62,1.75,3.46,1.6,2.12,0.73,2.71,0.98,3.3,1.67,1.91,0.53,2.1,,1.14,0.68,
October,,,,,,1.91,2.81,1.66,2.72,2.28,1.71,1.17,3.96,3.09,3.47,4.26,1,1.68,3.71,6.27,2.76,3.27,3.06,1.53,2.25,3,0.8,0.55,1.35,2.61,1.03,1.58,3.03,1.87,,1.63,0.88,,1.13,1.43,
November,,,,,,2.19,3.52,2.84,2.33,2.58,3.33,2.25,0.79,3.43,2.63,4,3.23,1.38,2.2,2.75,4.26,2.91,0.66,2.28,4.22,1.06,3.8,1.92,1.7,3.76,5.94,5.95,3.76,1.15,,1.55,1.05,,0.5,4.79,
December,,,,,,3.34,0.75,3.88,1.98,2.51,2.5,1.07,0.91,1.5,3.32,2.09,1.64,5.73,3.1,1.64,2.23,0.18,1.68,1.07,1.49,1.08,3.06,2.26,1.69,2.57,3.16,1.68,2.03,0.84,,2.4,1.75,,3.88,3.3,
Total,,,,,,25.81,26.21,32.54,24.57,19.87,30.62,28.37,22.62,22.02,28.84,28.92,29.01,31.8,24.89,31.3,28.61,26.29,,23.92,26.49,24.61,25.52,23.9,26.83,18.54,32.09,31.63,22.43,19.8,,21.17,26.16,,,26.05,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925 total arithmetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954 Oct-Dec estimated as is total therefore omitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
