"ASKRIGG (YOREBRIDGE GRAMMAR SCHOOL)",,,,,,,,,,,,
Grid ref,SD945907,Long,-2.086040,Lat,54.311864,,,,,,,
Station no,3423/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.05,3.67,0.76,4.13,3.13,4.50,5.58,4.07,3.83,5.31,,
February,3.86,0.74,2.83,3.18,2.08,1.79,3.31,5.37,0.53,4.60,,
March,4.11,3.03,1.00,2.81,1.94,1.78,2.46,1.61,2.50,1.96,,
April,3.15,2.50,3.03,0.91,0.80,1.32,0.22,0.99,3.47,2.95,,
May,4.72,2.57,2.27,4.71,3.56,1.23,2.08,4.10,0.67,1.60,,
June,1.08,1.92,2.64,2.14,2.57,2.50,1.25,3.20,1.78,1.24,,
July,1.04,1.38,4.27,3.37,1.00,4.10,5.02,5.01,2.03,5.21,,
August,3.73,3.34,3.89,5.58,1.32,7.60,6.37,3.93,0.55,2.37,,
September,2.18,3.91,3.74,5.35,1.53,3.85,3.80,3.89,0.29,3.14,,
October,1.85,4.83,2.46,7.73,2.11,2.57,4.77,3.41,3.75,5.39,,
November,8.06,2.53,3.28,9.32,2.39,1.10,1.93,0.63,8.21,7.18,,
December,7.98,3.44,1.76,6.37,5.51,5.00,4.17,4.52,8.11,5.73,,
Total,45.81,33.86,31.93,55.60,27.94,37.34,40.96,40.73,35.72,46.68,,
Calc annual,45.81,33.86,31.93,55.60,27.94,37.34,40.96,40.73,35.72,46.68,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
