HUTTON RECTORY,,,,,,,,,,,,
Grid ref,ST352586,Long,-2.931312,Lat,51.322795,,,,,,,
Station no,RR6864,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.62,1.87,1.60,3.82,3.19,0.64,4.28,1.67,1.38,1.17,,
February,4.93,1.54,1.23,1.41,4.22,0.64,2.29,1.46,1.50,0.35,,
March,1.16,1.81,1.87,3.19,1.67,3.72,2.67,0.80,3.12,3.36,,
April,1.42,2.48,1.36,2.70,1.14,2.42,0.94,4.19,3.00,2.45,,
May,1.81,0.64,2.63,2.78,3.16,0.09,4.76,2.72,1.57,2.05,,
June,2.73,2.47,3.35,3.32,1.07,4.27,2.08,3.00,0.41,2.64,,
July,1.26,1.42,2.03,2.69,4.09,0.74,1.33,1.99,2.78,2.49,,
August,3.28,2.61,3.91,4.55,3.07,6.33,3.06,3.55,4.61,2.91,,
September,1.18,2.01,1.76,3.15,2.24,1.69,0.83,0.95,2.50,3.23,,
October,3.87,2.68,2.87,7.96,2.04,2.25,5.26,5.45,1.94,5.20,,
November,3.73,0.75,2.96,2.20,2.43,2.59,3.37,3.44,1.26,1.59,,
December,5.20,5.58,2.22,2.98,2.01,1.14,1.92,5.59,2.54,5.09,,
Total,35.19,25.86,27.79,40.75,30.33,26.52,32.79,34.81,26.61,32.53,,
Calc annual,35.19,25.86,27.79,40.75,30.33,26.52,32.79,34.81,26.61,32.53,,
Difference,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
