DORCHESTER-BIRKIN-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY712917,Long,-2.409373,Lat,50.724202,Elevation,230,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,4.78,5.68,5.64,2.62,7.22,1.86,5.95,3.29,3.61,3.08,3.28,0.64,6.16,6.66,4.35,6.17,3.56,5.28,5.4,7.67,2.96,2.28,4.32,3.29,7.36,1.1,0.69,4.57,2.83,1.04,2.03,4.01,5.74,4.7,4.45,6.85,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,8.32,0.71,5,2.18,3.7,3.35,1.83,1.13,2.86,0.05,4.8,0.07,3.91,3.99,7.38,1.09,2.61,5.12,5.09,0.1,1.67,0.5,3.22,2.97,2.54,1.36,1.77,7.09,6.09,0.77,2.34,4.22,2.69,0.15,4.84,3.84,0.41,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.88,1.99,0.45,0.83,4.07,3.54,0.2,1.69,1.39,2.59,4.18,3.38,1.2,5.59,5.22,0.3,1.24,3.51,3.39,3.33,0.99,0.32,1.6,1.51,10.2,1.48,1.55,2.39,4.76,3.63,0.73,4.98,1.78,0.88,3.45,1.82,3.97,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,3.49,3.92,3.01,2.98,2.57,1.88,0.8,2.93,3.29,3.38,2.37,2.26,4.83,2.28,2.74,0.11,2.21,1.9,2.06,2.31,1.08,2.22,0.82,2.89,2.99,1.71,2.1,2.94,2.42,2.28,2.61,0.1,0.9,1.49,0.36,0.6,2.82,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.86,5.64,4.57,2.63,1.33,1.72,2.82,2.68,3.86,2.54,1.74,0.66,1.73,0.72,3.78,2.22,0.86,2.5,3.16,4.67,3.28,0.32,3.21,3.8,0.72,3.09,3.11,1.47,2.79,3.01,3.14,4.35,5.46,0.82,3.01,2.95,1.94,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.05,1.94,1.05,2.47,2.77,2.29,1.69,0.62,3.5,3.32,0.45,1,4.4,1.67,0.8,0.91,2.86,0.39,1.98,0.41,0.88,2.81,3.49,4.37,2.28,2.86,0.71,0.9,0.48,1.17,3.24,3.09,3.28,2.68,2.62,3.32,1.17,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,0.87,4.46,3.62,1.43,2.85,1.96,1.45,2.83,4.27,1.71,3.19,0.23,0.33,5.45,4.55,2.62,5.7,2.81,1.64,1.44,2.65,3.91,1.63,1.2,1.51,1.44,1.38,5.96,1.86,0.97,3.56,2.99,5.16,3.4,5.48,3.01,1.29,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,2.56,2.95,3.87,0.92,3.72,4.16,2.18,4.17,4,1.08,0.72,3.67,3.24,0.2,1.36,2.71,2.9,0.03,4.4,5.86,2.43,2.39,2.07,5.02,1.16,4.73,1.75,3.87,6.53,4.44,2.31,3.22,0.69,4.97,3.74,2.72,2.28,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,5.06,4.51,3.88,0.5,6.81,2.17,0.55,4.09,1.82,4.08,2.98,3.57,4.11,2.97,3.04,2.48,1.41,2.68,1.26,3.48,2.72,1.92,3.29,6.24,1.69,3.3,4.75,5.09,4.95,4.49,3.98,4.3,1.66,6.68,4.15,5.47,0.11,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,6.85,6.26,5.89,4.1,3.49,7.82,4.93,2.47,0.45,7.64,2.07,2.73,5.9,2.04,3.98,4.87,7.37,7.19,1.62,4.16,5,4.7,4.36,1.8,1.08,2.88,7.85,1.42,1.12,5.14,4.19,4.02,4.11,2.29,3.31,3.65,4.08,10.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,2.51,5,3.87,11.8,4.16,4.33,11.17,7.39,6.35,2.87,0.93,2.13,8.48,3.96,3.12,7.2,8.53,10.23,2.46,1.82,3.28,7.8,1.52,8.02,2.48,2.35,5.23,7.51,10.19,3.3,2.33,7.35,4.18,0.84,3.01,3.37,4.55,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,4.79,6.42,5.06,0.56,5.26,3.81,9.01,6.02,1.24,1.95,1.29,13.16,6.24,4.31,4.58,4.48,3.14,3.13,2.97,6.16,4.14,2.77,5.48,5.52,4.07,6.13,2.38,3.15,3.64,3.84,1.02,3.28,6.4,6.53,3.2,5.72,10.88,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,48.58,45.95,36.04,43.35,44.25,38.49,41.97,36.32,34.82,27.8,36.14,45.01,39.34,47.21,33.34,45,43.05,35.31,39.14,35.79,32.62,32.97,47.66,34.01,38.69,33.68,42.48,49.4,35.87,30.49,43.93,40.32,36.47,41.87,40.92,40.35,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
