"HEADCORN SUMMERHILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,342,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,2.13,2.93,1.50,2.27,1.97,2.64,2.14,2.54,1.25,3.19,
February,,0.99,1.43,3.61,0.87,3.54,2.00,4.17,1.23,0.75,1.48,
March,,1.30,2.49,1.93,1.68,0.83,0.33,3.19,1.65,0.06,1.03,
April,,1.53,2.65,1.88,2.73,2.37,3.79,1.56,2.43,1.07,1.66,
May,,1.17,0.59,3.07,3.47,2.60,1.77,0.85,2.49,1.33,2.54,
June,,0.02,1.36,0.65,2.29,0.25,2.62,3.19,2.40,1.10,0.62,
July,,0.33,2.30,0.60,2.88,3.03,2.05,4.06,1.08,1.07,2.64,
August,,1.28,2.27,1.35,2.60,1.50,1.80,3.10,2.07,2.12,3.22,
September,,0.66,3.02,1.50,1.91,2.02,0.69,3.96,0.46,2.08,3.30,
October,,1.84,2.03,5.77,3.86,3.68,2.46,1.48,5.85,3.28,1.10,
November,,1.66,1.28,2.28,3.24,3.04,6.36,2.38,3.45,5.82,4.74,
December,,1.71,3.03,2.71,4.40,3.14,0.99,4.88,2.84,6.65,2.20,
Total,,14.62,25.38,26.85,32.20,27.97,27.50,34.96,28.49,26.58,27.72,
Calc annual,0.00,14.62,25.38,26.85,32.20,27.97,27.50,34.96,28.49,26.58,27.72,
Difference,NaN,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,
