"WARGRAVE (PIGGOTT SCHOOL)",,,,,,,,,,,,
Grid ref,SU785775,Long,-0.870715,Lat,51.491007,,,,,,,
Station no,782/2/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.47,1.79,0.63,1.10,2.70,3.36,1.65,2.74,2.62,2.30,,
February,5.06,0.64,1.62,2.27,1.25,0.14,3.19,2.91,0.13,1.85,,
March,3.41,1.92,0.38,1.97,0.95,0.50,1.37,1.27,2.57,1.36,,
April,3.08,1.43,2.07,0.31,0.38,1.93,0.31,1.08,2.60,0.41,,
May,2.25,2.49,1.58,1.77,3.99,0.14,1.19,1.48,0.32,2.09,,
June,1.35,1.69,1.37,3.70,2.05,2.10,1.75,3.58,1.04,1.29,,
July,1.30,0.37,3.80,2.36,0.11,1.80,3.46,2.49,2.78,3.01,,
August,4.31,1.57,1.99,3.00,0.62,4.89,2.43,3.61,0.97,2.96,,
September,2.92,2.60,1.90,1.72,1.52,2.63,2.36,3.48,0.11,3.03,,
October,0.69,3.12,2.89,1.83,2.73,1.44,2.11,2.57,2.87,6.45,,
November,5.79,2.88,0.94,4.49,1.44,0.55,2.07,2.51,2.18,3.61,,
December,1.72,2.73,0.52,2.27,2.44,3.41,2.43,2.80,3.67,2.75,,
Total,34.35,23.23,19.69,26.79,20.18,22.89,24.32,30.52,21.86,31.11,,
Calc annual,34.35,23.23,19.69,26.79,20.18,22.89,24.32,30.52,21.86,31.11,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
