BLACKBURN GUIDE RESERVOIR,,,,,,,,,,,,
Grid ref,SD7031525979,Long,-2.451417,Lat,53.729356,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.06,2.67,3.52,3.08,3.27,1.53,5.07,1.37,3.13,2.08,,
February,3.90,1.99,2.00,2.98,3.53,1.63,2.80,1.72,3.23,1.81,,
March,0.52,3.13,2.81,4.57,2.36,3.02,2.36,3.51,3.09,2.83,,
April,2.29,2.55,2.60,1.77,2.44,3.40,2.14,1.92,2.59,4.27,,
May,2.32,0.72,3.11,2.99,2.49,0.51,4.33,4.10,3.59,2.86,,
June,2.79,1.99,1.61,1.41,1.83,3.06,1.41,7.45,1.94,3.22,,
July,2.56,2.35,3.46,3.86,1.60,2.47,2.14,2.69,4.70,7.32,,
August,6.21,1.80,2.73,4.75,4.23,3.90,3.21,4.49,4.43,3.45,,
September,2.52,1.02,1.80,4.75,1.51,2.41,1.35,1.17,4.13,2.62,,
October,6.30,3.25,3.78,8.60,1.62,3.23,7.50,3.92,1.86,6.03,,
November,4.00,5.82,2.20,2.77,2.58,5.06,4.27,2.54,3.11,1.75,,
December,4.95,3.65,3.18,2.49,2.93,0.58,3.71,4.52,2.37,5.81,,
Total,44.42,30.94,32.80,44.02,30.39,30.80,40.29,39.40,38.17,44.05,,
Calc annual,44.42,30.94,32.80,44.02,30.39,30.80,40.29,39.40,38.17,44.05,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
