SIDCUP HATHERLEY ROAD,,,,,,,,,,,,
Grid ref,TQ463719,Long,0.102986,Lat,51.427228,,,,,,,
Station no,RR6939,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.57,0.78,0.68,2.21,2.70,,,,,,,
February,4.63,1.32,0.90,1.64,3.06,,,,,,,
March,1.13,2.38,1.66,2.19,1.43,,,,,,,
April,0.86,1.88,0.74,2.01,0.97,,,,,,,
May,1.23,1.42,3.17,2.18,2.24,,,,,,,
June,2.71,1.47,2.98,6.16,0.77,,,,,,,
July,1.10,2.32,1.44,6.38,1.93,,,,,,,
August,2.35,1.73,3.67,3.97,1.48,,,,,,,
September,0.64,1.29,0.88,2.11,1.19,,,,,,,
October,1.64,2.82,1.70,5.90,1.92,,,,,,,
November,2.33,0.92,1.64,2.42,1.59,,,,,,,
December,2.51,3.63,1.73,1.79,2.53,,,,,,,
Total,23.70,21.96,21.19,38.96,21.81,,,,,,,
Calc annual,23.70,21.96,21.19,38.96,21.81,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
