ENTWISTLE MOOR TOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD909336,Long,-2.1381,Lat,53.799,Elevation,1310,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2968/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,4.25,6.17,6.95,2.72,6.5,2.67,2.38,2,4.94,2.54,3.41,1.49,4,4.18,1.98,1.91,4.11,7.06,5.91,2.71,3.93,4.78,4.78,2.15,6.8,2.09,3.7,2.42,5.75,2.38,5.42,5.66,4.26,6.51,4.5,3.06,3.11,6,5.3,8.93,4.96,5.58,3.64,4.63,6.16,5.28,9.91,2.32,6.01,5.15,4.94,3.49,3.88,1.76,4.54,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,4.24,5.4,4.74,5.11,0.96,1.17,1.36,1.78,0.88,0.6,2.34,5.07,4.73,0.55,2.32,3.54,3.62,2.29,4.81,2.62,1.7,5.07,5.16,2.52,3.19,2.53,2.9,2.72,5.13,4.96,2.34,2.12,3.74,6.54,5.56,1.02,5.88,1.74,3.55,0.72,4.99,7.52,1.44,8.15,4.32,2.63,4.71,0.9,0.79,3.97,0.4,3.23,0.53,6.07,2.85,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,4.91,1.24,3.83,3.55,3.76,2.28,3.71,3.71,3.51,2.22,1,1.06,3.32,4.16,5.09,5.69,2.46,2.94,1.03,3.47,3.12,6.65,2.96,3.74,3.37,3.25,3.78,3.36,1.33,2.43,5.84,6.32,5.42,2.27,4,3.27,1.9,6.25,4.5,3.86,3.69,2.12,1.55,1.83,2.29,4.61,3.97,1.07,2.9,0.5,2.68,2.59,3.04,1.59,2.37,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.5,6.57,2.61,2.73,3.34,3.27,1.41,2.69,3.07,1.18,2.4,1.19,0.88,2.41,3.05,2.61,3.72,3.35,4.14,2.58,3.3,3.11,2.71,2.82,3.76,1.38,2.7,2.78,4.1,4.17,2.38,1.04,5.79,1.54,2.3,3.2,2.07,1.33,2.54,7.13,2.03,4.09,4.16,2.55,3.61,2.19,3.56,1.32,1.29,3.55,3.72,3.34,2.04,3.34,2.93,1.2,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,3.87,2.09,1.57,2,3.39,5.37,2.54,1.38,2.55,2.95,3.5,4.77,2.39,2.52,0.81,0.96,2.47,3.98,3.79,2.75,1.53,4.13,3.83,3.22,1,4.08,4.1,2.94,2.67,2.82,2.13,3.06,4.79,2.33,1.9,3.34,2.1,2.36,1.81,6.29,2.93,2.22,4.3,5.39,4.44,4.21,1.62,1.67,2.66,1.78,2.37,4.56,2.52,2.68,1.1,1.18,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,2.93,6.16,4.81,1.33,4.61,2.58,0.4,3.31,0.6,4.15,1.61,4.2,3.59,3.74,2.92,3.29,4.36,3.68,1.52,4.55,1.84,1.92,2.33,1.23,2.96,1.72,6.38,2.28,3.51,3.16,5.39,7.24,2.52,2.27,0.73,3.21,3.04,2.45,1.81,2.4,0.27,3.03,1.35,3.17,0.13,3.97,3.46,6.41,1.7,1.82,5.92,0.95,2.27,2.44,4.52,3.95,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,7.05,7.63,4.05,6.08,2.28,5.1,3.11,5.72,4.12,3.57,4.05,2.15,3.7,4.67,5.41,2.23,2.56,1.15,2.6,3.76,1.86,4.12,4.76,3.21,2.7,2.37,2.85,5.3,6.47,4.46,0.51,5.68,1.73,3.76,5.07,3.17,1.94,3.45,2.77,7.31,2.27,5.49,5.88,4.62,1.99,2.92,3.63,1.67,3.01,5.57,3.93,3.47,2.97,2.38,1.65,4.23,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,5.55,4.72,3.52,2.03,2.12,3.01,2.19,4.1,5.96,6.53,9.15,5.26,5.5,5.18,4.56,2.9,6.34,5.21,1.99,6.72,2.77,3.16,5.74,5.4,5.54,4.39,4.28,4.59,4.01,6.5,2.69,7.8,2.65,2.99,5.11,3.84,8.35,3.64,3.89,2.19,6.58,6.65,6.86,6.8,4.78,4.66,6.5,6.19,3.43,6.22,4.65,1.26,1.44,4.25,1.73,2.97,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,2.72,2.9,8.87,3.53,6.07,4.25,6.55,1.46,3.05,3.38,3.81,3.78,5.23,0.3,2.02,8.2,5.73,1.7,7.1,1.86,1.74,2.02,5.71,1.83,3.31,1.32,0.9,4.21,2.82,0.57,3.97,2.51,1.7,3.1,1.03,2.49,2.7,11.01,2.16,3.05,2.21,4.96,6.83,5.69,3.9,3.88,5.7,0.93,1.34,4.04,4.25,5.34,2.01,3.82,6.65,4.16,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,4.56,5.48,6.26,3.96,8.12,7.75,3.54,2.06,5.73,3.2,5.38,7.76,4.45,5.46,4.9,5.57,2.27,5.35,3.43,6.12,3.96,4.75,11.57,1.78,3.81,7.28,6.28,2.44,5.27,4.3,4.09,4.63,2.4,2.95,1.86,9.99,7.44,4.08,3.24,3.1,3.09,1.56,6.25,4.89,6.42,3.65,4.56,5.88,5.26,5.67,2.23,6.25,4.33,5.26,8.33,4.42,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
