"KILMORY LOCH GILPHEAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR111,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,7.96,3.82,6.19,6.17,3.12,6.01,8.84,5.08,8.02,4.02,,
February,4.35,3.97,1.88,3.47,2.03,3.25,6.66,6.14,7.76,5.05,,
March,6.87,7.19,2.54,1.60,3.60,1.75,3.18,1.65,6.88,1.40,,
April,2.56,0.36,4.18,4.05,2.52,1.15,1.25,7.39,3.87,1.16,,
May,4.09,2.24,4.93,2.09,2.15,3.60,1.55,2.68,3.90,0.19,,
June,3.94,2.40,4.47,3.06,3.56,1.46,2.35,2.15,2.29,2.63,,
July,2.83,4.58,5.69,0.38,4.68,3.44,2.18,3.45,1.20,2.06,,
August,6.94,10.87,2.77,5.84,3.71,5.03,5.25,3.28,5.00,0.79,,
September,1.81,8.11,3.04,7.77,7.14,1.85,7.48,4.42,0.59,3.68,,
October,7.71,5.25,9.98,2.94,3.23,3.79,4.76,7.53,3.67,1.45,,
November,2.54,6.62,3.98,2.77,5.52,4.78,5.97,1.78,2.97,6.92,,
December,2.12,3.88,7.31,6.90,3.53,5.30,9.31,5.28,3.23,2.19,,
Total,53.72,59.29,56.96,47.04,44.79,41.41,58.78,50.83,49.38,31.54,,
Calc annual,53.72,59.29,56.96,47.04,44.79,41.41,58.78,50.83,49.38,31.54,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
