KILMORY HOUSE NR LOCHGILPHEAD (Crossley),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NR 869 867,Long,-5.421775,Lat,56.025396,Elevation,110,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,,,,,,,,,,,3.78,8.62,11.28,8.61,5.59,1.55,2.93,4.85,6.1,7.81,7.96,3.82,6.19,6.17,3.12,6.01,8.84,5.08,8.02,4.02,,,,,6.11,9.25,5.43,9.56,6.75,,2.57,,,,,,,,,
February,,,,,,,,,,,9.15,5.1,5.6,2.01,5.01,0.93,5.02,3.37,0.84,4.56,4.35,3.97,1.88,3.47,2.03,3.25,6.66,6.14,7.76,5.05,,,,,1.64,1.74,5.02,7.66,2.48,,,,,,,,,,,
March,,,,,,,,,,,2.1,5.58,1.22,1.11,3.48,5.93,0.33,4.98,3.71,5.31,6.87,7.19,2.54,1.6,3.6,1.75,3.18,1.65,6.88,1.4,,,,,6.7,2.48,7.88,3.27,3.14,,,,,,,,,,,
April,,,,,,,,,,,4.18,2.02,0.99,3.12,1.3,3.52,2.05,2.23,4.46,5.8,2.56,0.36,4.18,4.05,2.52,1.15,1.25,7.39,3.87,1.16,,,,,3.93,2.99,1.59,2.44,2.46,,,,,,,,,,,
May,,,,,,,,,,2.73,3.49,2.04,3.87,1.37,3.47,2.23,3.67,1.94,4.61,1.65,4.09,2.24,4.93,2.09,2.15,3.6,1.55,2.68,3.9,0.19,,,,,1.72,3.76,0.85,2.3,2.62,,,,,,,,,,,
June,,,,,,,,,,2.87,2.47,4.44,3.37,2.01,4.03,3.16,5.74,2.3,4.89,1.78,3.94,2.4,4.47,3.06,3.56,1.46,2.35,2.15,2.29,2.63,,,,,1.89,3.39,5.1,4.95,3.07,,,,,,,,,,,
July,,,,,,,,,,4.7,7.73,6.11,6.09,7.42,3.31,1.98,4.48,2.72,4.75,3.49,2.83,4.58,5.69,0.38,4.68,3.44,2.18,3.45,1.2,2.06,,,,,4.61,1.77,4.28,5.44,0.97,,,,,,,,,,,
August,,,,,,,,,,3.73,6.09,5.66,4.63,2.46,3.52,4.6,5.23,1.9,5.39,6.26,6.94,10.87,2.77,5.84,3.71,5.03,5.25,3.28,5,0.79,,,,,5.21,5.69,5.66,5.29,4.05,,,,,,,,,,,
September,,,,,,,,,,1.74,5.7,1.31,1.54,5.94,4.15,1.85,3.37,4.12,2.66,7.6,1.81,8.11,3.04,7.77,7.14,1.85,7.48,4.42,0.59,3.68,,,,,8.01,4.84,3.26,1.97,6.12,,,,,,,,,,,
October,,,,,,,,,,4.3,6.11,7.45,2.79,8.68,7.02,7.47,2.91,4.43,4.39,3.4,7.71,5.25,9.98,2.94,3.23,3.79,4.76,7.53,3.67,1.45,,,,,11.06,6.44,7.46,9.37,8.34,,,,,,,,,,,
November,,,,,,,,,,7.35,7.63,2.48,4.82,6.62,5.03,2.81,3.73,3.31,1.55,5.1,2.54,6.62,3.98,2.77,5.52,4.78,5.97,1.78,2.97,6.92,,,,,6.72,4.81,2.03,9.97,1.34,,,,,,,,,,,
December,,,,,,,,,,3.6,6.06,4.24,12.39,1.87,10.65,3.27,6.79,7.43,8.58,4.7,2.12,3.88,7.31,6.9,3.53,5.3,9.31,5.28,3.23,2.19,,,,,2.49,4.82,5.9,9.16,,,,,,,,,,,,
Total,,,,,,,,,,,64.49,55.05,58.59,51.22,56.56,39.3,46.25,43.58,51.93,57.46,53.72,59.29,56.96,47.04,44.79,41.41,58.78,50.83,49.38,31.54,,,,,60.09,51.98,54.46,71.38,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
