WATERSTOCK,,,,,,,,,,,,
Grid ref,SP636056,Long,-1.080203,Lat,51.745499,,,,,,,
Station no,RR6481,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.37,0.90,,,,,,,,,,
February,2.71,0.31,,,,,,,,,,
March,0.42,1.98,,,,,,,,,,
April,0.95,2.61,,,,,,,,,,
May,1.53,1.47,,,,,,,,,,
June,2.12,0.77,,,,,,,,,,
July,1.05,2.99,,,,,,,,,,
August,3.11,2.00,,,,,,,,,,
September,0.69,2.77,,,,,,,,,,
October,2.48,1.31,,,,,,,,,,
November,2.17,0.49,,,,,,,,,,
December,3.33,3.01,,,,,,,,,,
Total,22.93,20.61,18.79,34.35,22.42,21.32,23.89,24.05,,26.34,,
Calc annual,22.93,20.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,18.79,34.35,22.42,21.32,23.89,24.05,NaN,26.34,,
