"UPWEY (HIGHER WELL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1567,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.93,3.98,4.86,1.68,5.05,,3.78,2.21,6.91,1.94,4.45,
February,0.52,0.22,3.08,6.32,1.32,,2.11,4.17,2.23,2.48,1.17,
March,2.85,1.69,3.38,1.58,1.59,,0.72,3.50,3.40,0.26,1.68,
April,4.24,1.05,3.32,3.38,4.30,,2.34,2.87,0.40,0.74,1.79,
May,1.66,2.40,1.10,1.67,5.24,,1.40,0.43,1.08,2.58,2.32,
June,2.82,0.42,1.01,0.70,2.18,,3.04,1.58,1.71,1.93,0.64,
July,-999.00,0.59,5.16,1.04,4.12,,1.60,2.87,1.35,1.62,2.04,
August,1.74,1.82,3.59,1.82,2.89,,0.91,3.28,3.41,2.32,3.50,
September,1.69,0.77,1.90,4.31,5.16,,0.84,7.09,2.48,0.49,3.93,
October,3.63,1.34,1.92,6.18,8.18,,3.87,4.11,6.72,3.99,2.70,
November,1.41,3.63,2.44,1.73,4.14,,10.04,2.97,3.77,9.18,5.89,
December,3.82,1.80,4.28,4.07,5.47,,0.61,4.19,3.87,6.92,5.18,
Total,34.88,19.71,36.04,34.48,49.64,,31.26,39.27,37.33,34.45,35.29,
Calc annual,29.31,19.71,36.04,34.48,49.64,0.00,31.26,39.27,37.33,34.45,35.29,
Difference,5.57,0.00,0.00,-0.00,0.00,NaN,0.00,0.00,0.00,0.00,0.00,
