ASFORDBY-HILL-IRON-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK718195,Long,-0.937263,Lat,52.768333,Elevation,324,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,1.09,2.58,1.32,2.64,1.66,3.89,1.19,2.73,1.73,1.12,1.55,1.72,1.22,3.39,2.77,2.23,5.34,2.34,2.98,2.41,3.86,2.49,1.37,1.84,1.75,4.02,1.05,1.01,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,1.76,3.62,0.68,2.06,1.91,1.9,1.31,0.67,0.51,2.48,0.65,3.27,0.44,2.03,2.18,2.95,0.59,0.8,2.83,2.19,0.99,0.66,2.01,1.59,3.5,1.96,1.46,0.65,3.37,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,1.68,1.49,0.42,0.74,0.29,2.07,1.31,0.15,1.56,0.25,1.8,2.36,1.75,0.88,1.37,2.81,0.22,1.92,2.16,3.29,1.54,0.86,0.35,0.63,0.94,4.34,0.53,1.47,0.77,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,3.45,1.81,1.52,1.01,1.51,2.43,0.51,1.26,3.33,3.45,2.39,0.9,3.19,2.78,2.07,3.1,0.09,1.86,4.53,1.68,1.33,0.97,2.08,1.63,1.27,1.79,1,2.35,1.67,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.23,1.74,3.1,2.13,2.6,0.84,1.61,1.64,4.17,3.62,4.95,1.41,0.68,0.76,0.93,3.16,2.09,0.96,1.2,2.28,3.1,2.3,0.77,2.1,1.5,1,2.08,2.35,2.19,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,1.04,0.58,2.35,0.04,2.75,5.27,4.05,1.58,0.69,2.34,0.57,2.1,0.64,2.64,2.31,1.1,1.31,1.7,1.29,1.24,0.63,2.92,1.78,2.81,2.56,1.44,1.68,0.3,1.14,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,4.16,3.76,2.27,2,3.18,2.19,1.55,1.43,3.61,3.22,4.72,2.06,1.2,0.46,5.24,5.44,1.88,3.4,3.1,3.98,3.2,1.55,1.95,3,1.2,2.02,1.07,1.77,1.72,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,6.76,1.65,1.92,0.95,2.7,4.02,2.97,1.54,2.2,3.08,2.5,0.52,2.26,1.69,0.89,0.27,2.18,4.01,0.42,3.97,1.86,1.68,2.68,3.02,4.07,0.37,2.91,1.69,1.62,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,1.55,2.26,2.19,2.8,1.71,4.4,0.32,0.79,4.34,2.43,2.15,2.19,1.3,3.47,2.12,1.22,1.19,0.6,0.81,0.6,0.88,2.28,4.23,1.14,3.52,0.79,2.76,1.63,2.99,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,0.99,2.28,4.17,2.56,2.26,1.68,3.55,2.72,2.02,0.55,3.26,2.67,0.95,2.91,1.45,2.24,1.97,3.37,3.37,2.72,2.58,2.4,2.55,2.92,1.31,0.22,2.09,3.94,0.81,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
