MULLION-POLURRIAN-HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SW670186,Long,-5.2531,Lat,50.0227,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,4.4,5.9,3.6,1.82,4.14,4.8,1.83,5.52,1.55,1.17,2.28,3.62,1.24,3.93,5.22,1.93,2.62,0.63,2.61,3.18,5.11,,3.19,4.63,1.8,5.04,4.61,5.24,6.02,6.7,3.7,6.48,3.47,3.72,2.78,3.14,1.17,6.54,6.41,4.93,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,4.29,5.86,1.22,2.3,1.69,5.95,1.09,4.97,1.97,2.26,0.45,5.17,1.63,3.28,0.71,2.47,5.08,5.34,1.04,1.58,5.15,,0.49,3.29,6.94,2.37,4.86,3.9,2.06,3.37,3.94,2.1,3.01,0.02,3,0.2,4.19,8.29,7.06,1.9,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,0.68,2.11,3.14,2.06,4.49,2.44,5.01,1.31,1.01,4.93,5.72,0.53,3.56,3.13,2.97,4.86,0.37,6.19,3.84,1.63,3.67,,2.36,2.29,1.71,2.02,0.59,1.24,2.98,5.52,0.55,3.44,5.85,2.61,2.9,3.7,0.86,4.44,5.42,0.42,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.97,1.84,0.99,3.83,2.82,2.14,1.15,2.34,0.99,4.07,1.78,1.96,1.93,1.36,0.18,3.87,1.62,1.31,0.54,0.85,1.5,1.91,,0.8,4.47,3.88,2.65,2.43,2.03,2.38,3.57,1.43,3.32,2,2.6,2.74,3.48,4.67,2.8,3.56,0.05,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,3.18,1.67,1.47,0.76,1.3,2.29,2.23,0.72,4.07,2.85,1.82,,,0.57,1.31,2.29,0.52,2.9,1.52,1.95,1.26,1.15,,1.66,1.2,2.67,2.12,3.94,2.05,0.89,1.75,4.38,2.28,2.67,4.39,2.36,1.41,1.15,1.05,1.81,3.04,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,1.65,1.48,2.93,2.01,2.99,1.54,1.47,2.29,1.86,2.76,0.57,,,1.52,2.73,0.8,2.84,3.83,1.07,3.17,0.17,,,0.18,0.74,0.23,1.53,0,2.73,2.92,1.86,2.51,0.76,3.55,2.72,1.26,2.1,3.18,1.58,1.19,1.36,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,0.46,0.91,1.11,0.87,2.47,3.34,4.2,0.69,2.22,2.48,1.71,1.91,,1.27,4.45,0.39,2.25,2.23,1.12,1.8,2.72,0.48,,1.22,2.99,0.86,4.22,3,1.3,2.4,1.69,1.1,1.81,4.83,3.28,2.15,0.39,0.26,6.53,1.52,4.01,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,2.08,1.9,2.85,1.45,1.77,3.35,3.13,4.33,1.59,1.91,3.64,1.74,,1.85,7.26,1.64,3.23,1.05,2.54,4.83,1.66,2.43,,2.88,3.45,1.82,1.98,4.28,1.69,3.09,1.5,2.12,4.99,3.03,1.69,0.88,2.51,3.05,0.3,0.6,3.85,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,0.66,2.73,1.38,2.76,3.62,3,2.27,1.98,1.29,2.48,3.73,0.87,,2.88,0.8,3.49,1.41,0.75,1.15,2.34,5.33,1.33,,0.51,2.88,1.87,3.81,3.06,0.31,5.23,2.63,0.34,4.64,1.82,4.61,2.24,2.53,3.48,3.04,3.27,2.18,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,5.97,2.08,2.6,1.98,3.46,5.91,3.35,2.32,4.02,7.77,2.11,6.89,,3.72,3.51,4.77,1.5,4.9,4.66,3.32,2.09,,,1.2,1.71,5.5,8.71,2.89,4.33,2.19,6.89,6.56,4.1,0.82,7.4,5.56,2.61,4.7,1.75,2.74,4.81,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,4.23,2.26,4.77,0.81,4.88,1.79,2.06,4.91,3.86,3.76,1.29,1.4,,3.12,3.29,2.75,2.6,2.02,6.39,1.98,2.71,,1.45,4.32,1.94,3.1,3.63,4.42,6.96,3.45,3.3,10.76,6.11,6.5,2.13,1.68,2.05,6.69,4.75,2.47,7.04,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,3.97,4.37,5.73,5.32,3.27,7.19,4.77,2.4,3.81,5.18,4.54,4.5,,7.01,4.01,2.83,6.04,7.26,5.24,1.86,2.92,,4.94,1.6,6.07,2.31,6.05,4.88,0.66,3.64,4.38,6.83,3.85,1.76,3.62,2.24,9.3,4.98,3.91,4.87,5.11,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,28.61,37.7,27.75,32.76,40.87,37.82,29.91,35.51,37.79,29.55,,,29.73,37.88,31.73,31.27,34.32,36.39,29.59,26.75,,,20.41,35.66,32.69,44.13,38.96,32.44,37.25,43.16,44.22,43.88,39.31,38.79,29.79,33.42,38.38,44.98,40.92,38.7,40.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
