"HODDOM CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4422,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.24,,,,,,,,,,,
February,3.70,,,,,,,,,,,
March,4.69,,,,,,,,,,,
April,3.01,,,,,,,,,,,
May,5.07,,,,,,,,,,,
June,2.44,,,,,,,,,,,
July,4.60,,,,,,,,,,,
August,4.44,,,,,,,,,,,
September,2.30,,,,,,,,,,,
October,1.67,,,,,,,,,,,
November,2.70,,,,,,,,,,,
December,4.75,,,,,,,,,,,
Total,44.61,,,,,,,,,,,
Calc annual,44.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
