"KENDAL, HIGHGATE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD514923,Long,-2.7474,Lat,54.3241,Elevation,160,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
November,,,,,,,,,,6.99,3.65,1.77,6.64,3.07,4.25,6.73,3.36,10.39,2.24,1.2,,,,,,,,,,,,4.28,,,,,,,,,,,,,,,,,,,,8.45,6.08,6.57,7.15,3.12,5.72,4.8,2.29,3.09,3.56,2.62,3.25,8.56,4.24,2.12,7.53,7.53,10.38,9.62,5.34,9.17,3.39,1.81,1.05,,,,,,
December,,,,,,,,,,6.95,2.23,6.38,6.45,2.51,3.74,3.93,8.83,5.62,2.45,4.08,,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,7.73,7.66,4.03,7.92,8.16,4.68,2.64,8.86,8.77,5.24,7.83,7,5.76,10.05,5.12,1.41,1.27,5.01,7.65,5.31,4.67,4.93,0.96,9.19,,,,,,
Total,,,,,,,,,,56.08,41.4,51.47,70.89,48.99,56.51,48.04,53.44,66.03,44.35,40.81,,,,,,,,,,,,41.61,,,,,,,,,,,,,,,,,,,,,58.06,46.23,53.43,45.86,56.35,49.71,59.12,43.47,58.24,48.59,51.35,64.8,57.5,48.13,49.83,59.96,82.54,52.67,51.49,52.89,49.19,31.03,50.68,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1860-1869_06_pt1-page-082.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERROR_TYRain_1870-1879_09_pt4-page-009.csv CORRECTION: July 1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_21_pt1-page-050.csv ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_24_pt1-page-011.csv from August 1911 onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TYRain_1910-1919_22_pt1-page-257.csv Jan 1913 only with note on record ""?close? Do not do this"" value = 4.54 so quite similar to 4.57 of full record - page 256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_22_pt1-page-256.csv from August 1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_25_pt1-page-171.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_21_pt1-page-092.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
