BRIMPTON-LITTLE-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU544640,Long,-1.2198667,Lat,51.37246,Elevation,340,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,791/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,3.96,0.81,3.96,1.32,1.31,3.44,,,,,,,,,,,,,,,,1.78,0.52,4.46,5.35,2.72,6.56,2.6,3.02,3.38,5.42,1.82,,,,,,
February,,,,1.1,3.89,5.09,5.06,0.66,1.2,,,,,,,,,,,,,,,,0.5,2.78,2.19,5.19,0.6,1.23,2.34,2.3,0.59,1.35,0.75,,,,,,
March,,,,2.76,4.64,0.94,3.92,1.95,0.86,,,,,,,,,,,,,,,,2.63,0.65,2.41,4.14,0.19,1.66,2.45,3.35,2.39,0.58,0.14,,,,,,
April,,,,3.68,1.08,0.91,0.83,1.89,3.1,,,,,,,,,,,,,,,,2.35,3.45,1.67,2.28,0.07,2.53,1.41,1.53,1.66,0.86,1.17,,,,,,
May,,,,2.06,1.62,3.9,1.45,1.64,1.56,,,,,,,,,,,,,,,,0.54,0.84,0.59,4.31,1.8,1.25,0.84,1.98,3.28,2.91,0.68,,,,,,
June,,,,0.76,1.5,0.66,2.24,1.8,0.54,,,,,,,,,,,,,,,,1.42,4.4,2.6,1.3,0.59,1.62,0.5,1.77,0.31,1.08,1.94,,,,,,
July,,,,1,2.92,4.67,0.81,4.6,5.15,,,,,,,,,,,,,,,,1.38,0.68,3.91,1.34,2.07,4.63,4.05,2.37,1.82,1.56,2.57,,,,,,
August,,,,0.89,1.75,2.68,4.32,5.19,1.37,,,,,,,,,,,,,,,,2.58,1.76,0.68,0.98,1.77,2.41,0.07,3.96,2.13,1.48,1.52,,,,,,
September,,,,1.87,0.88,3.34,1.61,1.87,5.37,,,,,,,,,,,,,,,,1.74,4.23,3.03,1.94,1.15,0.83,1.42,0.29,1.8,1.24,2.44,,,,,,
October,,,,4.09,2.18,3.87,4.32,4.72,1.74,,,,,,,,,,,,,,,,1.11,3.34,1.39,3.04,3.4,4.98,3.2,1.42,3.51,4.1,4.73,,,,,,
November,,,,2.95,3.35,2.13,4.65,0.64,2.62,,,,,,,,,,,,,,,,1.7,4.47,3.32,1.21,3.53,4.94,7.61,3.1,1.58,1.52,5.83,,,,,,
December,,,,1.26,6.95,6.06,3.26,1.03,2.21,,,,,,,,,,,,,,,,7.08,3.07,2.97,2.28,3.34,1.67,1.32,1.59,3.77,1.73,2.48,,,,,,
Total,,,,26.38,31.57,38.21,33.79,27.3,29.16,,,,,,,,,,,,,,,,24.81,30.19,29.22,33.36,21.23,34.31,27.81,26.68,26.22,23.83,26.07,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Little Park. Altitudes match. 1910s gauge may be different position to later gauge. Altitude is 5 ft. higher at 345 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
