"BURTON JOYCE WATERWORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2611,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.72,1.14,1.60,1.91,1.33,3.97,4.62,2.39,4.56,3.31,,
February,2.38,0.44,1.84,0.18,2.26,2.08,4.81,0.78,0.80,2.53,,
March,0.11,1.30,2.83,1.96,0.75,1.30,2.76,0.09,1.81,1.91,,
April,2.89,2.20,1.21,2.01,2.88,1.86,2.82,0.02,1.87,1.79,,
May,3.44,5.60,1.63,0.86,0.37,0.41,3.66,2.51,1.04,1.24,,
June,3.25,0.53,1.85,0.53,2.58,3.14,0.49,1.53,2.24,1.25,,
July,2.72,5.89,2.43,2.19,0.39,5.20,2.38,2.83,4.05,2.44,,
August,3.53,2.52,0.81,1.71,2.26,0.87,0.23,1.97,3.19,0.34,,
September,2.13,1.68,1.58,1.80,4.95,3.38,1.10,1.95,0.65,0.55,,
October,0.57,2.72,3.45,1.37,2.88,1.97,3.31,2.84,3.14,4.10,,
November,2.09,1.81,1.48,2.25,4.23,3.17,1.33,2.40,3.89,5.75,,
December,0.83,0.62,0.27,4.01,3.28,2.18,2.69,3.96,1.55,1.42,,
Total,25.66,26.45,20.98,20.78,28.16,29.53,30.20,23.27,28.79,26.69,,
Calc annual,25.66,26.45,20.98,20.78,28.16,29.53,30.20,23.27,28.79,26.63,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,,
