"BURTON JOYCE WATER WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2611,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.58,2.10,2.98,1.35,2.09,2.04,2.74,1.84,5.13,1.13,3.18,
February,1.77,0.29,2.50,3.81,0.90,2.37,1.48,2.09,1.96,0.44,0.47,
March,2.06,1.11,1.64,1.16,1.12,0.96,0.62,2.35,1.76,0.16,2.39,
April,4.28,0.99,3.38,2.22,1.36,1.37,1.73,2.36,0.84,1.14,3.21,
May,2.78,2.18,1.22,2.63,4.00,3.94,2.45,1.15,1.49,1.20,1.98,
June,3.03,0.56,0.89,0.62,1.54,0.03,2.57,4.26,2.12,1.14,1.78,
July,5.13,0.55,3.99,3.94,2.31,1.41,1.21,2.94,1.23,1.56,4.03,
August,1.07,4.18,6.31,2.48,2.69,1.65,1.85,3.29,2.30,1.97,2.03,
September,1.72,1.16,2.31,2.72,2.68,3.45,0.98,5.11,0.38,0.61,3.56,
October,1.59,2.85,0.87,1.89,4.32,3.50,2.46,2.79,4.01,2.69,2.17,
November,1.18,1.47,1.28,2.31,1.59,2.17,3.48,2.69,3.14,4.98,3.11,
December,2.91,2.30,3.50,2.66,2.97,2.53,1.09,2.37,2.12,3.72,1.70,
Total,30.10,19.74,30.87,27.79,27.57,25.42,22.66,33.24,26.48,20.74,29.61,
Calc annual,30.10,19.74,30.87,27.79,27.57,25.42,22.66,33.24,26.48,20.74,29.61,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
