"NOTTINGHAM BURTON JOYCE W.W.",,,,,,,,,,,,
Grid ref,SK653443,Long,-1.028619,Lat,52.992061,,,,,,,
Station no,2611,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.46,1.42,1.69,1.91,2.55,0.68,2.93,1.03,1.11,1.15,,
February,3.72,1.08,2.07,1.02,2.37,0.73,2.35,1.39,1.53,0.64,,
March,0.75,1.80,1.42,3.31,1.54,2.29,1.63,1.43,2.53,2.91,,
April,1.07,1.58,1.85,1.24,1.31,1.68,0.47,1.95,2.60,1.33,,
May,1.66,0.99,2.25,3.85,1.66,0.49,1.76,3.16,1.59,1.15,,
June,2.90,1.06,2.04,1.46,0.44,3.18,2.13,2.49,1.61,2.34,,
July,1.45,3.71,1.11,1.94,3.97,1.12,0.59,2.33,2.60,3.21,,
August,4.66,1.48,3.53,5.23,2.55,3.47,0.93,2.35,3.24,3.32,,
September,0.62,0.92,0.89,2.81,1.77,1.49,0.90,0.71,1.37,2.86,,
October,2.10,1.63,2.57,5.93,0.38,1.11,4.80,3.76,1.04,2.61,,
November,2.24,1.82,1.24,2.05,1.08,2.61,2.84,1.85,1.20,0.47,,
December,3.89,4.64,1.95,1.00,1.49,0.66,2.70,2.94,1.27,4.05,,
Total,28.52,22.13,22.61,31.75,21.11,19.51,24.03,25.39,21.69,26.04,,
Calc annual,28.52,22.13,22.61,31.75,21.11,19.51,24.03,25.39,21.69,26.04,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
