SILENT VALLEY (BELFAST WATERWORKS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ305210,Long,-6.004541,Lat,54.121633,Elevation,457,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,6.01,4.22,3.1,3.47,5.14,1.97,6.52,5.59,5.65,8.51,10.72,6.45,9.79,7.01,4.92,2.86,5.22,4.41,12.53,3.48,1.5,5.52,4.62,2.08,2.95,5.9,4.87,5.19,4.77,3.67,6.34
February,,,,,,,,,,,1.28,2.99,0.5,4.34,0.28,6.31,4.22,8.12,2.98,4.86,5.61,6.11,2.11,1.64,1.49,5.1,2.51,2.29,3.39,1.95,6.82,3.36,0.61,1.98,6.59,5.01,1.42,3.42,5.01,1.83,4.4
March,,,,,,,,,,,4.2,4.26,2.56,4.72,3.18,1.45,5.03,7.41,1.53,4.08,5.89,4.23,6.78,1.19,0.47,2.58,4.33,10.52,2.75,3.8,3.52,3.98,3.69,0.52,5.01,2.23,2.36,7.25,2.11,3.84,6.91
April,,,,,,,,,,,2.15,3.83,4.83,2.79,3.31,4.55,1.08,3.81,0.19,3.66,7.28,4.05,2.99,2.2,3.85,1.86,1.05,4.26,2.77,3.29,4.74,2.67,2.07,2.6,1.01,3.59,1.33,1.75,1.6,2.63,3.9
May,,,,,,,,,,,3.55,6.04,5.59,3.36,3.65,1.28,1.87,1.96,5.18,0.77,1.58,3.23,5.74,5.71,1.77,4.12,1.56,4.44,3.38,1.44,1.56,4.1,1.3,2.22,6.48,3.75,1.55,5.54,5.52,1.48,2.53
June,,,,,,,,,,,2.6,7.37,1.84,2.7,2.29,5.81,4.26,3.13,5.39,2.38,1.36,0.4,0.35,5.22,3.19,5.86,4.76,4.66,4.1,0.64,2.3,2.52,3.44,1.93,3.97,6.92,3.72,2.29,7.44,2.17,2.84
July,,,,,,,,,,,5.69,4.57,5.16,3.47,2.06,1.26,8.88,4.88,7.5,5.13,3.73,4.56,3.01,3.25,5.49,3.63,3.46,4.48,3.75,4.73,5.79,3.61,1.4,6.83,4.44,2.76,4.01,5.45,4.18,2.67,9.05
August,,,,,,,,,,,7.81,4.61,4.55,3.82,8.1,2.58,4.61,3.61,3.3,1.91,0.7,5.18,7.48,7.3,4.49,2.39,5.9,0.88,4.85,5.6,7.3,6.87,3.99,5.11,3.64,1.81,7.69,6.13,7.78,1.06,5.05
September,,,,,,,,,,,5.17,5.03,3.17,1.32,7.93,6.99,6.39,3.86,4.3,4.02,2.76,3,7.99,3.05,6.57,4.82,10.13,3.44,5.04,3.06,8.68,5.56,2.83,4.96,5.04,2.71,4.23,8.29,6.87,3.27,4.45
October,,,,,,,,,,,6.72,3.19,5.11,4.6,5.84,5.68,3.74,3.15,10.65,3.8,7.47,5.9,3.35,4.44,5.83,3.63,1.61,2.9,5.13,7.45,4.54,0.82,8.14,3.11,8.45,2.84,3.29,5.38,3.44,6.75,7.79
November,,,,,,,,,,,6.16,7.92,2.87,1.66,3.48,7.03,5.27,3.3,6.4,7.59,8.61,5.86,0.69,3.58,8.36,2.43,8.99,5.66,3.38,4.03,3.72,9.02,4.4,4.69,8.3,3.13,1.85,2.63,3.14,6.43,5.78
December,,,,,,,,,,,6.14,4.43,7.66,4.5,10.84,4.78,4.35,6.62,5.33,4.6,5.2,2.74,5.47,2.47,4.38,7.37,5.76,5.59,6.74,5.13,2.58,6.57,5.02,4.62,6.37,6.37,6.71,6.7,4.75,10.43,5.03
Total,,,,,,,,,,,57.48,58.46,46.94,40.75,56.1,49.69,56.22,55.44,58.4,51.31,60.91,51.71,55.75,47.06,50.81,46.65,55.28,53.53,57.81,44.6,53.05,54.6,41.51,40.65,62.25,47.02,43.03,60.02,56.61,46.23,64.07
