ABERDEEN ROSE STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ934058,Long,-2.110458,Lat,57.143757,Elevation,95,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,4.75,1.5,4.18,2.58,1.28,2.3,2.24,6.41,2.75,3.55,1.38,1.3,2.51,2.13,1.31,3.36,1.13,3.74,1.59,1.85,0.69,1.59,0.7,3.02,2.85,1.55,1.9,2.7,1.78,1.01,2.6,0.87,3.38,2.29,2.29,4.07,0.55,,,
February,2.1,1.9,1.57,0.4,2.7,4.84,2.52,1.37,1.63,1.17,2.52,3.42,3.91,1.3,1.54,1.6,4.27,2.7,0.72,1.84,2.63,4.4,0.8,4.53,1.87,3.25,2.97,0.8,2.28,2.51,0.77,0.16,1.95,2.43,2.75,0.98,0.81,,,
March,2.45,2.75,2.5,2.5,2.96,2.03,2.6,2.06,1.72,1.89,0.83,0.38,1.7,2.48,1.89,2.41,4.97,2.17,2.05,1.83,1.46,1.93,1.59,3.72,3.1,1.44,3.11,1.97,3.07,2.09,2.74,2.07,0.99,0.48,0.77,3.2,1.92,,,
April,1.3,1.12,1.82,1.75,0.99,0.57,1.76,2.9,2.4,2.23,1.5,4.16,2.34,0.82,0.97,1.39,2.66,3.13,1.02,3.47,2.84,1.81,2.91,1.55,1.26,1.68,1.08,1.81,1.98,2.99,1.29,0.38,0.78,0.6,0.95,1.26,1.21,,,
May,1.3,1.8,3.7,1.8,1.64,1.79,1.58,2.48,1.49,1.47,1.36,0.63,2.87,2.63,1.34,1.7,0.54,2.6,2.25,2.78,0.81,2.4,1.4,0.83,1.3,3.53,3.77,1.59,1.11,1.08,3.06,2.43,2.16,0.98,3.25,0.73,1.24,,,
June,3.6,2.25,2.85,2.48,1.4,0.87,1.29,1.19,0.6,1.79,0.83,1.06,3.06,1.02,1.03,3.15,1.07,3.76,1.68,2.24,2.9,2.94,3.25,1.12,0.91,1.03,0.97,0.61,2.5,0.64,1.63,0.37,2.18,3.29,1.65,2.02,2.45,,,
July,1.25,2.35,2.3,0.97,2.22,2.6,3.26,2.7,0.72,0.85,3.03,2.85,1.66,4.13,2.61,3.75,1.56,3.22,0.49,3.77,3.32,4.49,3.16,2.56,2.85,1.22,2.35,2.03,4.51,2.64,2.6,2.5,2.18,3.26,3.18,2.86,3.53,,,
August,3.4,4.5,2.5,4.86,1.31,3.45,2.99,3.52,6.43,1.32,0.8,2.21,3.08,4.82,6.31,2.1,1.47,6.48,3.67,4.25,0.91,2.7,1.74,3.43,1.98,2.04,0.85,1.8,2.06,5.42,2.73,4.33,3.36,1.79,4.24,2.94,1.99,,,
September,1.55,4,1.9,2.11,2.15,0.62,2.81,1.93,3.56,4.6,1.91,1.76,5.81,3.66,2.33,5.98,3.32,1.85,3.23,3.27,3.23,2.03,2.65,3.2,1.38,3.8,2.72,3.22,1.76,0.81,1.43,4.78,1.71,3.03,0.4,1.17,3.7,,,
October,2.5,1.7,3,2.52,4.41,2.75,2.72,1.93,1.86,5.74,2.55,3.57,4.1,2.59,2.44,3.82,2.77,2.32,2.52,1.05,3.05,3.48,3.05,2.01,2.34,2.12,2.26,2.46,1.53,3.21,3.47,2.68,4.9,2.29,2.56,5.29,3.9,,,
November,4.9,4.85,1.7,1.17,3.49,3.8,2.14,0.89,0.4,1.54,2.39,2.42,5.71,3.93,3.6,3.69,4.72,5.37,3.75,2.64,2.44,2.95,4.95,1.75,3.04,2.04,1.96,2.4,3.64,1.1,5.13,3.61,2.71,3.64,1.47,3.8,1.13,,,
December,5.6,2.25,2.75,2.8,3.4,2.06,3.05,2.39,4.96,2.92,4.9,1.42,3.06,1.77,3.01,1.72,7.96,2.3,5.08,1.04,3.07,1.74,6,2.01,1.6,2.09,3.79,3.02,1.59,2.1,2.46,1.9,1.01,0.93,2.01,3.97,7.35,,,
Total,34.7,30.97,30.77,25.94,27.95,27.68,28.96,29.77,28.52,29.07,24,25.18,39.81,31.28,28.38,34.67,36.44,39.64,28.05,30.03,27.35,32.46,32.2,29.73,24.48,25.79,27.73,24.41,27.81,25.6,29.91,26.08,27.31,25.01,25.52,32.29,29.78,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The observer Alexander Cruickshank lived at 12 Rose Street. The NGR is from an OS map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
