"BALCOMBE STOCKCROFT",,,,,,,,,,,,
Grid ref,TQ3100230463,Long,-0.132073,Lat,51.058572,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,1.54,1.24,2.64,6.01,1.46,6.66,1.78,2.24,1.60,,
February,,1.77,1.45,1.69,3.64,0.76,3.49,1.99,1.60,0.43,,
March,0.96,2.45,2.35,3.62,1.25,4.37,1.79,1.23,3.09,4.46,,
April,1.19,3.20,1.17,2.61,1.73,2.12,0.84,4.26,2.67,1.71,,
May,1.11,1.44,2.98,2.40,3.97,0.61,2.08,2.69,2.47,1.88,,
June,3.46,1.64,3.85,4.38,1.12,4.35,2.10,2.39,2.00,2.77,,
July,1.49,2.17,2.03,4.11,0.75,0.37,1.91,1.13,3.03,3.18,,
August,2.79,1.65,5.70,4.90,1.79,3.61,0.83,2.43,5.11,3.24,,
September,1.35,2.24,0.93,3.38,2.35,2.37,1.55,0.77,1.32,3.38,,
October,2.47,2.98,2.42,7.96,2.58,2.03,5.07,5.47,2.10,7.85,,
November,3.93,0.80,3.08,2.25,1.67,6.40,6.20,2.75,1.45,1.42,,
December,3.98,5.79,2.10,2.73,3.94,0.96,2.56,4.26,4.09,5.26,,
Total,,27.67,29.30,42.67,30.80,29.41,35.08,31.15,31.17,37.18,,
Calc annual,22.73,27.67,29.30,42.67,30.80,29.41,35.08,31.15,31.17,37.18,,
Difference,NaN,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,,
