"AUCHENCAIRN (TORR HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5021,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.83,6.83,6.01,5.27,4.40,6.61,4.43,9.43,3.38,3.03,,
February,2.99,1.79,3.96,2.01,5.78,3.49,0.62,3.43,2.89,4.22,,
March,3.87,4.66,1.49,0.32,3.24,3.68,5.90,4.00,2.73,5.75,,
April,2.07,2.40,2.82,2.81,2.48,1.48,6.17,2.90,4.60,4.36,,
May,3.61,4.37,5.42,2.67,5.20,1.05,5.75,2.88,1.76,2.27,,
June,0.35,1.01,3.71,4.08,4.07,4.33,3.75,5.49,0.90,3.28,,
July,4.19,3.18,3.62,4.83,3.75,3.99,4.97,3.35,4.20,4.56,,
August,6.43,3.95,7.20,4.25,1.50,4.36,0.19,6.64,3.40,8.39,,
September,2.63,4.10,3.31,5.65,5.27,6.80,4.17,6.88,1.60,10.18,,
October,5.88,5.81,8.39,5.70,6.06,0.79,1.65,5.59,6.77,3.66,,
November,2.85,1.26,4.64,9.03,0.39,8.58,6.86,7.03,5.33,4.23,,
December,2.77,7.74,3.13,5.97,3.56,5.16,3.01,5.53,9.19,2.36,,
Total,38.47,47.10,53.70,52.59,45.70,50.32,47.47,63.15,46.75,56.29,,
Calc annual,38.47,47.10,53.70,52.59,45.70,50.32,47.47,63.15,46.75,56.29,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
