HALIFAX W W GIBBET RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE090259,Long,-1.865065,Lat,53.729421,Elevation,565,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,4.17,3.18,6.44,2.31,5.01,4.16,0.93,0.43,0.32,3.96,6.39,6.21,2.11,6.15,1.81,1.44,1.46,4.96,2.34,2.9,0.96,3.88,4,0.97,2.64,1.79,6.08,4.15,2.32,2.65,3.39,4.06,1.75,5.08,1.67,2.66,2.3,4.63,1.53,5.63,4.18,3.32,5.18,3.55,3.06,3.3,5.58,4.9,7.6,4.03,2.95,2.99,4.59,4.11,3.03,8.78,1.72,5.78,4.11,3.85,2.66,2.92,1.96,4.36,4.32,5.34,6.19,2.85,2.83,3.49,4.99,5.65,3.47,4.08,3.21,8.78,1.8,2.37,3.5,4.45,,,,,,,,
February,,,,0.58,1.37,1.42,3.96,2.85,1.37,3.14,3.53,4.43,3.16,2.34,3.18,3.14,0.58,0.78,0.64,2.16,0.91,0.18,2.65,4.14,6.07,0.48,1.51,3.27,2.78,1.72,4.94,1.55,1.37,3.99,5.13,1.91,2.81,2.71,3.2,1.76,3.44,4.21,1.89,1.62,2.96,4.51,6.37,0.74,5.35,2.03,3.51,0.23,3.83,5.53,1.63,6.32,3.22,1.29,4.87,0.67,0.94,4.77,0.44,4.65,0.22,5.52,3.02,6.22,1.5,3.57,2.59,4.46,1.14,2.66,1.59,3.87,5.45,3.64,2.99,2.8,5.67,3.31,1.12,,,,,,,,
March,,,,2.49,3.71,0.63,3.96,3.77,2.36,1.79,2.95,5.86,3.5,0.94,2.14,2.16,3.09,1.88,3.96,2.89,2.57,2.07,1.22,1.13,3.18,2.92,4.33,4.14,1.52,2.19,1.11,2.96,1.75,5.32,2.4,2.88,3.21,3.1,3.39,3.38,0.64,1.39,4.03,5.01,4.34,1.28,4.8,3.59,1.58,5.85,2.9,2.76,2.89,2.27,1.59,1.49,1.86,3.25,2.59,0.49,3.31,0.41,2.02,2.27,3.19,1.38,2.36,3.1,0.86,3,2.39,4.49,2.98,1.02,0.43,0.91,1.62,6,1.52,1.46,1.67,3.57,1.95,,,,,,,,
April,,,,0.4,2.49,1.15,3.12,3.03,2.27,2.12,2.13,1.33,4.95,3.01,2.1,2.16,2.85,1.04,2.55,2.95,1.22,2.16,1.08,0.93,2.97,2.07,1.44,2.46,2.82,2.87,1.47,2.04,2.24,1.79,2.38,2.35,1.56,2.57,2.34,2.96,3.72,1.55,1.03,4.24,1.52,1.34,2.02,2.55,1,1.76,4.81,1.25,3.64,2.68,2.22,2.6,1.9,3.56,1.06,1.37,3.36,4.04,3.75,1.39,2.52,3.94,1.71,2.58,0.37,1.83,3.25,2.73,1.65,2.08,3.92,2.85,1.45,4.26,2.92,3.46,3.32,2.12,2.47,,,,,,,,
May,,,,2.46,1.6,1.61,1.37,2.89,5.45,1.51,2.55,2.28,1.45,0.91,1.66,2.46,4.9,1.76,0.81,2.33,2.98,2.97,3.46,1.82,1.63,0.92,0.47,1.17,2.46,3.08,1.3,1.15,2.81,3.5,2.59,0.57,2.7,3.46,1.94,2.41,2.17,1.22,3.26,2.84,1.54,1.94,2.6,2.79,2.96,1.69,5.06,1.45,1.34,3.55,4.3,4.63,3.99,1.32,2.19,2.2,1.91,2.54,4.19,2.12,1.95,0.86,1.41,2.47,3.97,1.38,0.57,2.07,3.43,2.91,2.33,3.5,1.81,4.58,1.13,2.86,1.82,4.03,2.51,,,,,,,,
June,,,,1.26,1.15,3.33,3.2,2.55,3.21,6.25,3.21,2.12,4.99,3.52,1.21,3.17,1.78,0.23,2.28,0.7,2.56,2.03,3.86,1.95,2.79,4.13,3.01,3.82,2.36,1.9,2.92,1.02,1.47,1.26,0.9,1.95,1.45,4.44,1.55,2.49,3,2.86,6.07,1.86,2.65,0.59,2.06,2.03,1.34,1.17,2.46,0.11,1.94,0.72,2.45,0.07,2.16,2.67,7.29,0.9,1.88,6.13,0.33,1.55,1.86,3.58,4.51,3.03,4.54,2.12,0.54,0.38,1.2,2.66,2.71,3.68,2.55,2.61,4.02,0.45,1.07,1.68,,,,,,,,,
July,,,,3.47,3.24,6.01,1.84,3.56,0.96,4.8,5.86,5.1,3.56,3.72,3.67,0.89,5.88,1.72,4.77,2.89,2.11,2.43,2.12,2.37,3,6.3,1.49,0.78,0.94,1.72,2.75,2.28,2.24,2.86,2.51,1.97,2.06,2.23,3.55,4.39,3.12,0.31,4.57,1.06,3.37,4.51,1.79,1.44,3.95,2.87,7.39,1.27,4.4,3.84,3.45,1.01,2.97,2.48,0.91,1.79,5.8,3.45,3.25,2.94,2.87,1.24,2.82,2.18,4.6,5.67,2.55,1.14,2.52,2.13,3.37,1.78,3.93,2.12,0.81,3.48,2.64,2.81,,,,,,,,,
August,,,,3.53,4.12,3.53,3.52,4.88,6.14,4.72,2.02,4.25,2.04,1.79,1.5,1.01,0.86,2.16,2.69,4.21,4.95,5.34,2.86,2.21,3.18,2.24,1.47,2.82,3.95,1.76,5.9,2.22,3.06,3.35,4.8,5.02,2.35,2.49,2.92,2.69,4.3,1.95,5.98,1.24,2.12,5.12,1.86,6.39,2.15,2.94,1.14,4.28,5.12,4.36,3.11,3.53,3.4,6.11,3.28,2.38,5.21,4.77,1.5,1.36,2.68,1.23,1.6,1.03,4.74,2.7,1.14,5.1,3.38,3.47,2.9,3.51,4.94,0.24,3.78,2.8,3.83,6.14,,,,,,,,,
September,,,,2.64,2.84,4.78,4.36,2.58,4.37,2.24,3.96,2.58,2.02,7.65,2.2,4.31,2.28,4.04,0.74,1.97,1.39,2.44,2.69,2.22,0.38,1.52,5.98,3.07,0.4,6.47,0.71,0.97,2.01,4.68,0.56,2.11,0.68,0.53,3.16,3.12,0.12,2.81,1.63,1.72,2.44,0.5,1.86,1.44,9.88,1.07,1.97,1.47,3.81,3.22,4.43,2.93,2.55,4.63,0.29,0.96,5.62,4.24,2.95,1.79,1.76,6.15,4.44,1.54,1.54,1.01,3.19,0.53,1.94,3.8,5.86,2.11,5.76,1.6,1.5,0.87,5.15,1.9,,,,,,,,,
October,,,,4.01,5.21,5.29,4.32,4.71,4.57,1.73,4.73,4.24,4.13,4.52,2.7,7.2,5.3,2.54,1.19,4.66,1.47,4.62,6.92,2.09,4.98,3.81,4.53,1.82,4.27,3.59,4.34,2.2,3.21,10.12,0.98,2.44,5.61,5.58,1.92,4.11,3.21,3.26,4.3,2.1,2.48,1.55,7.06,6.35,2.42,2.86,2.52,2.81,0.84,3.84,4.21,4.4,4.38,3.68,5.35,3.83,4.79,1.71,6.04,4.21,3.41,8.23,3.75,2.39,8.87,2.92,4.57,3.96,3.85,2.39,3.59,5.44,0.92,0.98,1.46,4.43,1.92,1.3,,,,,,,,,
