BLAKENEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TG025438,Long,1.0144,Lat,52.9533,Elevation,29,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,1.5,1.55,3.73,1.03,1.43,1.13,2.03,2.87,0.57,1.33,1.39,1.27,0.82,3.23,1.35,0.84,0.89,2.61,1.4,2.38,2.52,1.88,3.18,0.96,2.29,2.15,3.14,1.42,2.3,4.69,1.96,2.38,1.35,3.59,2.17,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,2.29,0.94,0.65,0.51,2.41,1.3,1.07,3.22,1.83,1.33,0.51,3.02,1.16,1.91,1.35,1.44,0.35,2.72,1.65,1.22,0.44,0.92,2.81,3.63,1.34,1.59,2.65,0.82,0.57,2.44,2.71,1.05,2.46,1.59,2.1,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,0.12,0.86,2.53,3,2.18,1.42,1.64,1.11,2.55,1.24,1.82,1.4,2.06,1.53,1.44,2.22,2.19,0.57,2.06,2.09,2.26,2.27,1.38,3.25,1.43,0.72,1.73,1.14,1.1,2.47,1.5,0.64,1.37,0.27,1.91,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,0.14,1.39,0.84,1.07,1.45,1.13,2.32,1.14,1.35,1.77,1.76,0.58,1.44,0.59,2.82,2.14,0.75,1.68,0.84,0.23,1.39,0.49,0.64,1.91,1.36,2.91,1.79,2.31,1.29,2.18,1.09,1.48,2.45,2.46,1.66,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,0.89,1.61,0.98,0.53,0.63,2.62,2.65,1.24,0.96,3.33,1.83,1.51,1.02,2.29,2.51,1.17,,2.24,0.79,1.66,1.46,0.81,1.49,2.66,0.5,0.77,0.78,1.03,1.02,1.37,2.05,3.6,1.91,2.1,0.74,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,1.1,3.24,0.85,1.76,1.86,2.09,0.53,2,2.44,1.88,2.1,0.7,3.08,1.89,1.86,1.03,2.42,2.05,2.67,3.99,0.98,2.69,0.62,2.2,1.73,0.41,1.05,1.63,0.9,1.5,0.82,0.96,0.62,2.25,3.87,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,2.5,3.23,2.39,2.56,0.42,1.27,1.61,2.89,1.44,1.59,3.41,3.37,1.61,0.54,1.5,2.92,3.69,4.14,0.3,4.34,0.78,1.36,3.37,1.03,1.46,3.92,2.49,3.14,0.12,5.19,2.66,1.75,1.73,2.13,2.59,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.15,1.83,2.61,1.26,1.99,1.4,1.34,4.15,1.14,2.61,3.34,1.63,2.12,1.74,1.91,2.33,1.89,2.02,1.48,8.67,1.49,2.98,1.35,1.98,3.76,2.37,2.52,1.96,2.08,1.91,1.7,1.77,2.73,1.49,3.53,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,0.89,1.93,0.84,4.31,3.43,0.14,3.61,0.6,1.06,1.01,2.78,1.86,2.05,0.94,0.62,1.83,1.84,1.41,1.67,2.58,0.87,0.46,1.45,1.67,1.4,4.56,0.68,1.93,0.85,2.63,1.43,2.42,2.76,0.78,3.61,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,1.67,2.88,2.15,3.46,1.06,1.98,1.88,1.91,1.84,1.59,4.7,1.25,3.18,1.9,4.1,1.08,4.42,1.56,2.43,1.71,2.57,1.43,1.91,2.59,2.74,2.4,2.94,1.23,2.24,1.23,3.12,3.75,2.02,2.85,2.17,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,3,2.9,2.41,1.06,1.38,2.01,1.66,2.07,2.16,1.17,1.8,1.67,1.83,3.78,1.96,1.18,1.12,3.14,3.48,3.1,1.9,2.57,3.14,2.43,1.56,2.1,2.07,0.53,1.85,1.85,3.18,1.89,3.19,4.03,2.59,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
