ECCLES WORSLEY NEW HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD741006,Long,-2.391929,Lat,53.501451,Elevation,80,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,4.18,3.48,1.69,4.31,2.43,1.51,0.94,3.03,1.84,2.88,0.69,1.33,2.08,0.5,1.31,1.45,3.46,4.34,2.28,2.49,2.01,2.45,1.68,4.19,1.19,2.22,1.32,3.48,0.83,3.45,3.84,2.01,4.87,2.31,,,
February,,,,2.45,3.12,2.55,0.71,0.88,0.74,1.93,0.21,0.05,2.1,3.12,3.2,0.22,1.17,1.99,1.47,1,2.89,1.04,1.18,2.33,2.86,1.57,2.57,1.32,2.79,0.88,2.09,2.58,1.23,1.16,1.78,3.09,3.84,,,
March,,,,0.98,1.61,1.67,2.25,1.44,1.7,1.85,2.23,1.44,0.77,0.59,2.03,2.64,3.69,2.03,0.86,0.94,0.59,2.29,1.54,3.2,1.34,3.08,2.06,2.29,2.28,2.63,0.58,0.83,4.58,2.99,3.34,1.47,1.59,,,
April,,,,1.87,0.79,1.46,1.32,0.84,1.13,1.63,0.63,1.7,0.98,0.51,1.22,1.44,1.18,2.04,0.74,2.35,1.55,2.05,1.87,1.02,1.5,2.26,1.9,1.23,2.76,3.05,2.64,2.09,0.57,3.84,1.17,1.43,2.69,,,
May,,,,0.56,1.5,1.83,4.34,1.88,0.57,3.18,1.58,1.74,2.82,1.43,2.05,0.67,0.3,1.48,2.27,2.44,1.61,0.7,3.21,4.35,2.39,0.5,2.56,3.41,2.74,1.84,3.2,0.99,2.06,2.52,2,1.37,2.72,,,
June,,,,4.09,0.85,3.55,2.1,0.95,3.04,0.71,1.9,2.53,3.45,1.47,2.59,1.38,1.54,3.35,1.83,1.25,2.74,1.77,1.79,2.33,1.4,1.91,1.22,5.31,2.08,2.13,2.73,2.44,4.32,1.99,2.08,3.39,3.09,,,
July,,,,2.63,3.89,1.55,2.98,0.91,6.85,3.81,2.57,0.82,3.35,2.62,2.32,4.4,1.7,1.21,0.15,2.31,2.47,2.4,1.63,3.39,1.55,2.2,1.63,3.27,4.63,4.91,3.85,0.27,5.15,0.9,3.54,4.53,2.17,,,
August,,,,2.49,0.7,1.69,1.76,1.07,3.63,5.17,3.57,6.15,4.78,1.75,3.09,2.37,1.91,2.64,3.6,1.32,6.34,1.87,2.56,3.56,4.05,3.88,3.27,3.89,2.98,3.14,4.95,3.05,6.44,2.45,4.21,5.18,2.88,,,
September,,,,5.75,3.66,4.91,3.97,4.32,1.06,2.6,0.69,2.78,3.53,3.35,0.69,2.12,4.98,3.86,0.33,5.23,1,0.63,0.77,4.49,1.65,2.24,1.76,0.7,2.99,2.36,0.22,3.93,2.19,1.63,3.27,0.76,2.65,,,
October,,,,5.35,1.73,5.51,5.04,1.71,1.74,2.38,1.89,3.61,4.28,2.13,2.51,3.16,3.72,1.79,3.09,2.93,5.45,2.95,4.09,7.03,1.96,3.06,5.42,3.41,1.82,4.97,3.24,2.31,4.22,1.87,2.41,1.64,5.3,,,
November,,,,3.2,1.05,3.26,2.51,1.21,4.51,1.75,2.81,3.13,2.17,1.81,1.78,1.64,0.93,1.53,1.79,1.66,2.44,3.66,1.92,3.64,2.48,2.9,2.49,2.61,2.53,1.03,4.85,3.09,2.85,3.48,4.18,1.81,2.66,,,
December,,,,3.86,4.08,2.03,4.28,2.02,2.07,1.63,0.45,5.15,2.69,3.1,2.42,2.56,3.84,4.43,2.29,2.34,3.98,3.56,2.26,1.09,2.89,0.26,3.79,3.08,1.88,6.25,2.24,5.13,3.44,2.1,5.2,6.52,2.43,,,
Total,,,,37.41,26.46,31.7,35.57,19.66,28.55,27.58,21.56,30.94,33.8,22.57,25.23,24.68,25.46,27.66,19.87,27.23,35.4,25.2,25.31,38.44,26.52,25.54,32.86,31.71,31.7,34.51,34.07,27.54,40.5,28.77,35.19,36.06,34.33,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898 total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
