"NEW BARNET, PROSPECT ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR7503,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,0.81,
July,,,,,,,,,,,1.81,
August,,,,,,,,,,,3.26,
September,,,,,,,,,,,3.18,
October,,,,,,,,,,,1.10,
November,,,,,,,,,,,4.04,
December,,,,,,,,,,,2.21,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.41,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
