"WESSENDEN (BUTTERLEY MOSS)",,,,,,,,,,,,
Grid ref,SE047096,Long,-1.930481,Lat,53.582970,,,,,,,
Station no,3190,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.32,4.64,2.79,4.82,4.34,5.95,5.38,5.59,4.80,6.30,,
February,4.13,1.87,2.34,3.85,2.29,1.42,4.44,8.27,0.52,3.58,,
March,7.13,2.73,3.34,3.42,3.00,2.30,4.92,5.58,2.76,1.85,,
April,3.32,4.57,4.57,1.05,3.44,3.69,0.85,1.66,6.04,3.22,,
May,3.98,2.56,2.99,4.48,4.77,2.31,1.51,5.90,2.74,3.05,,
June,1.48,3.55,4.22,4.65,4.18,3.91,2.88,6.71,2.70,2.35,,
July,3.58,3.32,7.82,6.54,1.63,8.77,5.78,6.03,4.39,8.25,,
August,7.35,5.64,6.27,7.00,1.30,14.00,6.47,5.91,0.72,7.26,,
September,3.57,5.19,3.53,7.20,3.10,5.62,8.15,6.87,0.39,3.68,,
October,1.51,6.70,3.52,9.54,3.35,3.83,7.51,5.79,4.99,6.99,,
November,11.50,2.97,4.60,9.02,2.91,2.23,3.90,1.70,5.55,5.69,,
December,8.88,4.45,2.18,8.74,7.09,6.04,5.51,6.15,9.46,5.71,,
Total,62.75,48.19,48.17,70.31,41.40,60.07,57.30,66.16,45.06,57.93,,
Calc annual,62.75,48.19,48.17,70.31,41.40,60.07,57.30,66.16,45.06,57.93,,
Difference,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
