WESSENDEN BUTTERLEY MOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE047096,Long,-1.930481,Lat,53.58297,Elevation,1110,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,3.07,2.75,1.22,3.35,1.94,1.71,1.57,2.54,7.16,7.73,2.92,5.23,4.94,4.13,2,4.3,2.96,2.17,2.34,3.42,2.86,4.04,3.91,3.63,7.88,6,2.81,3.29,5.22,4.88,9.44,2.71,5.34,3.78,4.4,5.01,4.5,11.9,1.54,6.64,6.28,5.52,3.79,3.77,2.31,5.54,5.59,6.28,4.62,2.52,3.71,4.21,6.38,8.13,3.96,6.53,3.7,11.98,2.33,3.54,6.32,4.64,2.79,4.82,4.34,5.95,5.38,5.59,4.8,6.3
February,0.76,0.39,1.16,4.9,7.87,0.98,1.84,2.86,2.41,1.66,4.24,2.02,1.2,5.4,3.95,1.44,2.12,1.12,3.51,2.17,9.33,4.28,3.55,1.9,4.19,5.45,6.15,0.49,7.27,1.19,4.9,0.59,6.48,7.17,1.12,7.77,4.47,2.2,5.56,0.53,1.04,7.71,0.37,5.97,0.36,6.91,2.47,5.15,2.38,5.48,1.95,6.92,1.24,3.52,2.09,6.14,8.46,1.85,3.72,3.58,7.23,4.13,1.87,2.34,3.85,2.29,1.42,4.44,8.27,0.52,3.58
March,3.98,2.24,0.84,0.74,3.45,3.87,4.81,4.51,1.95,1.89,1.16,5.31,2.61,7.15,1.7,3.68,4.87,4.49,3.7,2.4,1.33,3.45,4.85,7.61,5.61,1.58,3.06,3.1,2.09,5.83,3.81,5.89,3.06,2.89,1.29,1.78,1.63,5.88,2.6,1.22,2.66,0.46,2.81,3.36,3.44,2.51,4.55,3.44,1.58,3.71,4.09,6.05,3.4,2.39,0.48,1.68,1.84,10.34,2.41,1.98,2.79,7.13,2.73,3.34,3.42,3,2.3,4.92,5.58,2.76,1.85
April,1.95,2,1.45,0.73,3.27,2.59,1.45,3.24,2.76,4.23,3.1,3.19,2.73,2,4.19,3.88,1.46,2.97,1.13,5.6,3.7,2.77,1.95,5.65,1.73,2.43,3.36,1.58,1.48,2.81,7.88,2.64,4.15,3.95,2.51,3.11,2.43,4.02,1.09,1.53,2.91,4.91,4.44,1.52,2.72,4.68,2.55,3.21,0.7,3.38,3.2,3.84,2.85,2.84,3.4,3.02,2.03,4.8,3,5.11,5.46,3.32,4.57,4.57,1.05,3.44,3.69,0.85,1.66,6.04,3.22
May,3.49,3.04,3.84,2.64,2.84,1.96,0.66,1.24,4.13,3.35,1.67,2.14,3.67,5.21,2.81,1.25,4.13,3.53,4.35,3.42,3.04,2.03,4.63,4.26,2.47,2,3.97,2.04,3.14,2.16,6.91,2.9,2.16,5.08,7.68,4.79,5.03,1.82,2.05,3.02,2.95,3.22,5.06,1.67,3.1,0.83,1.77,3.22,5.18,2.06,1.01,3.21,4.65,2.92,4.87,3.96,2.02,4.39,2.41,3.34,2.94,3.98,2.56,2.99,4.48,4.77,2.31,1.51,5.9,2.74,3.05
June,3.71,1.84,2.94,2.09,3.29,3.79,2.54,3.85,3.27,1.19,5.12,2.38,2.31,1.8,1.67,2.8,2.45,7.9,2.15,3.27,3.61,1.74,5.62,2.95,2.98,1.57,3.89,2.4,2.13,1.97,3.6,0.35,3.74,1.19,2.46,0.02,3.48,5.23,6.5,1.31,3.18,5.82,0.52,2.72,2.09,4.59,5.53,3.01,5.05,4.09,0.96,1.24,1.54,3.57,3.62,7.8,4.73,3.94,5.09,0.74,2.8,1.48,3.55,4.22,4.65,4.18,3.91,2.88,6.71,2.7,2.35
July,3.16,3.2,2.51,4.37,3.08,7.26,3.11,1.96,1.06,2.35,3.95,5.2,3.67,4.41,1.88,2.98,1.91,2.99,4.59,6.76,5.75,2.64,3.17,1.51,4.35,5.44,2.76,1.95,5.61,3.22,10.85,2.37,5.62,4.54,4.22,2.04,2.88,2.78,1.74,1.95,8.21,5.18,4.87,4.17,3.58,2.44,4.86,3.22,5.21,8.18,4.37,1.85,4.78,3.59,3.31,1.61,6.8,2.89,3.1,3.49,4.68,3.58,3.32,7.82,6.54,1.63,8.77,5.78,6.03,4.39,8.25
August,5.43,7.91,4.55,2.26,4.45,3.14,2.14,3.65,6.29,2.63,7.22,3.38,4.36,6.45,5.13,5.72,4.28,5.54,3.3,3.6,6.79,3.32,10.97,2.51,3.98,6.61,3.2,7.51,4.19,4.44,3,6.62,6.18,5.55,4.42,4.38,4.95,7.2,5.34,4.8,5.18,6.42,1.79,2.03,3.01,1.86,2.81,1.89,3.88,2.23,2.83,9.04,6.39,6.89,5.4,4.02,7.43,0.28,6.13,3.9,6.12,7.35,5.64,6.27,7,1.3,14,6.47,5.91,0.72,7.26
September,1.53,3.46,3.57,3.86,1.06,1.29,7.26,4.14,0.57,7.48,2.31,0.92,3.54,6.32,1.23,3.73,1.66,1.2,4.27,2.68,1.56,4.68,1.94,2.23,3.06,0.65,3.28,2.82,13.93,2.45,2.84,1.28,4.85,5.25,5.51,3.9,3.6,7.64,0.69,1.78,3.32,4.56,5.39,2.27,2.76,7.79,6.78,2.23,2.62,1.54,5.11,0.61,3.2,5.31,6.21,3.75,7.51,3.32,3.18,1.95,9.22,3.57,5.19,3.53,7.2,3.1,5.62,8.15,6.87,0.39,3.68
October,2.89,6.41,6.9,3.22,6.5,4,5.64,2.44,4.65,5.04,6.19,5.41,6.24,10.28,2.37,3.56,5.29,5.74,2.25,9.03,2.82,2.87,5.79,3.73,3.49,1.9,8.66,7.88,3.69,3.47,2.09,2.94,1.62,5.68,5.87,7.13,4.16,3.96,5.09,5.42,8.45,2.58,7.11,4.84,5.54,12.08,6.37,3.53,11.64,3.18,6.16,6.38,7.49,3.06,5.33,8.18,1.8,1.48,3.17,4.76,2.39,1.51,6.7,3.52,9.54,3.35,3.83,7.51,5.79,4.99,6.99
