"LEWISHAM FOREST HILL RESERVOIR",,,,,,,,,,,,
Grid ref,TQ352736,Long,-0.055925,Lat,51.445260,,,,,,,
Station no,1986,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.72,1.84,0.94,1.10,2.18,3.09,1.49,1.64,2.03,1.44,,
February,6.61,0.86,1.24,2.01,1.38,0.19,2.37,2.28,0.09,1.45,,
March,2.62,2.32,0.54,1.73,0.99,1.07,0.89,1.24,1.52,1.68,,
April,2.55,1.11,2.31,0.27,0.33,1.19,0.27,1.40,1.91,0.59,,
May,2.06,1.75,1.96,2.15,4.27,0.49,1.21,2.06,0.90,2.06,,
June,1.10,1.38,1.35,2.52,1.94,2.86,0.96,4.44,0.81,1.23,,
July,1.57,0.67,3.54,2.94,0.60,4.48,2.81,2.47,1.28,4.00,,
August,3.13,2.76,1.41,3.15,1.08,3.18,2.59,3.10,1.69,3.04,,
September,3.47,2.95,2.40,2.07,2.54,2.18,2.25,4.83,0.05,4.57,,
October,0.98,2.56,3.40,1.80,3.37,1.41,1.78,2.56,2.05,5.30,,
November,4.59,3.22,1.17,3.71,0.33,0.47,2.33,1.89,2.74,3.76,,
December,2.15,2.06,0.46,1.19,1.72,2.46,2.03,2.80,3.25,2.32,,
Total,33.55,23.48,20.72,24.64,20.73,23.07,20.98,30.71,18.32,31.44,,
Calc annual,33.55,23.48,20.72,24.64,20.73,23.07,20.98,30.71,18.32,31.44,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
