BATH CHARLCOMBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST750668,Long,-2.360754,Lat,51.399676,Elevation,325,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,3.44,2.67,1.18,2.31,2.81,3.26,0.56,1.8,0.62,4.97,3.43,2.28,1.65,3.85,2.99,0.54,3.66,1.29,1.58,1.26,3.32,1.15,4.49,5.26,0.89,4.72,2.33,1.39,3.17,4.96,3.64,3.67,3.96,2.26,4.52,3.69,4.41,3.26,4.44,1.16,4.28,1.91,3.45,2.9,2.28,0.89,3.72,4.22,3.28,4.7,2,3.18,3.27,5.61,1.87,1.82,2.37,2.36,6.95,0.91,0.49,2.59,2.34,0.68,2.05,2.57,4.39,2.46,2.65,3.86,3.68
February,0.67,0.03,1.66,4.51,3.37,0.22,0.59,3.11,1.7,3.56,5.14,0.8,0.82,1.86,3.53,0.91,1.74,1.44,1.36,0.69,4.47,2.41,2.35,1.26,3.32,6.08,4.78,1.12,1.93,2.9,1.6,0.32,4.24,8.04,0.21,5.01,2.47,3.91,2.82,0.71,0.73,2.37,0.01,3.31,0.1,2.83,2.45,4.95,0.95,1.69,3.22,2.93,0.45,1.55,0.73,3.14,3.13,1.42,1.6,1.54,5.47,4.33,0.54,1.99,3.29,1.68,0.19,2.91,3.43,0.2,2.47
March,1.5,2.73,0.75,0.78,1.98,2.47,3.3,4.09,0.54,0.62,1.1,2.27,1.79,3.62,1.33,3.54,1.68,0.89,2.63,3.25,0.93,2.85,5.12,3.86,4.53,0.95,4.14,3.32,1.15,4.24,2.61,2.43,3.16,1.5,1.46,0.73,0.99,3.37,2.57,0.22,1.83,0.42,2.72,3.2,2.74,0.83,2.16,3.91,0.21,1.67,2.64,3.54,2.04,1.03,0.38,1.05,0.71,5.19,1.32,1.42,1.07,2.82,2.48,0.58,3.45,1.23,0.98,2.44,1.16,3.06,2.41
April,1.4,1.39,0.92,0.07,2.78,2.82,1.14,3.16,2.56,3.27,1.22,2.92,1.4,3.23,1.76,2.49,1.09,3.5,2.85,2.39,3.19,1.5,0.22,3.45,1.58,1.17,1.23,2.34,2.77,2.15,4.85,0.79,3.26,2.34,2.9,2.61,3.31,1.56,1,0.77,1.8,2.36,3.27,0.9,2.21,4.84,1.98,2.55,0.1,3.14,2.24,1.27,1.37,0.88,1.82,1.01,2.32,2.94,2.27,2,2.23,3.41,1.53,2.23,0.38,1.09,1.26,0.12,1.23,2.34,1.43
May,2.82,3.11,1.17,1.99,2.1,0.49,0.35,1.32,3.43,1.67,2.34,1.27,2.22,5.39,2.1,0.11,1.89,3.21,1.46,1.4,1.71,0.92,1.82,2.95,1.42,2.91,2.52,2.5,1.73,0.67,2.08,2.33,0.76,1.7,5.06,4.46,1.58,1.06,1.17,1.94,1.54,2.96,4.56,2.02,1.13,1.23,0.4,2.35,1.84,0.95,1.99,1.37,4.72,2.81,1.17,2.72,3.98,3.63,4.16,3.32,2.29,2.29,4.44,1.76,2.12,4.82,0.51,1.98,2.25,1.71,1.23
June,3.64,1.06,2.56,1.24,2.75,0.51,1.53,3.11,2.02,1.86,1.8,1.77,3.15,3.87,1.51,3.55,2.51,2.52,0.74,3.19,5.87,2.07,3.57,0.88,2.05,1.6,2.61,4.15,1.12,1.2,3.38,0.24,1.34,0.68,2.76,0.03,2.42,3.45,2.33,1.18,0.8,2.52,1.28,1.27,2.35,5.81,2.58,1.24,0.99,2.35,0.62,2.35,0.25,1.64,2.22,3.5,2.88,1.76,2.65,0.29,2.13,1.28,2.13,1.24,4.28,3.5,2.03,1.76,5.61,2.19,2.27
July,3.77,2.82,3.87,4.07,3.84,4.31,1,1.73,0.76,0.35,1.4,2.87,1.44,2.69,2.52,0.64,0.71,4.07,2.42,2.5,2.25,0.02,3.92,0.63,3.17,4.11,1.36,2.11,5.2,1.62,5.14,0.86,4.6,1.37,3.78,3.78,3.19,3.62,3.75,1.68,2.67,4.15,4.01,2.41,1.33,1.37,6.92,3.31,3.35,4.57,3.75,1.5,3.29,1.95,2.54,0.99,1.42,4.39,0.93,1.55,5.43,0.99,1.47,3.1,2.68,1.35,4.42,4.07,3.47,3.58,4.64
August,2.66,6.23,3.75,1.65,2.57,3.05,2.81,5.58,2.41,1.15,2.59,1.82,2.9,3.92,2.7,4.24,2.13,2.12,4.22,3.23,5.32,1.22,6.49,2.11,2.41,2.79,4.31,7.95,3.04,2.84,1.18,1.45,3.76,2.76,4.11,2.95,2.14,5.49,3.52,2.95,5.58,3.66,0.98,1.05,3.07,1.73,0.32,0.98,3.15,3.06,0.12,5.14,4.89,3.28,2.06,3.19,5.72,0.95,3.76,1.86,4.71,5.02,4.17,3.67,2.55,1.77,4.81,4.17,2.35,2.29,4.23
September,1.07,2.25,3.09,1.62,3.04,1.74,7.13,2.9,0.97,3.64,0.6,2.85,1.44,2.36,1.3,1.81,1.13,0.57,2.47,3.18,0.15,1.18,0.93,3.35,1.45,1.88,1.24,2.75,7.06,1.49,1.07,2.12,1.98,2.7,3.45,3.42,1.51,5.8,1.09,0.41,4.05,2.17,4.95,3.03,2.32,5.53,3.66,2.63,3.43,1.61,1.67,0.47,2.07,3.3,2.37,2.29,4.19,1.68,2.54,1.49,4.39,3.18,3.45,3.59,3.88,1.82,3.18,3.65,4.56,0.23,4.22
October,1.25,8.08,3.01,4.12,3.65,3.87,3.03,1.34,4.33,2.35,3.24,1.52,1.98,6.64,0.79,1.76,4.8,5.09,1.78,4.91,5.15,3.14,4.48,3.1,2.46,4.36,7.75,5.52,1.58,2.3,3.06,1.08,1.36,4.55,5.52,3.51,4.27,2.15,4.85,5.53,2.87,0.88,6.13,2.2,1.78,5.06,1.46,3.41,4.89,3.24,3.48,1.78,3.67,3.55,5.34,3.83,1.07,0.31,3.67,6.45,1.5,0.78,3.96,2.14,2.86,1.42,1.82,2.96,2.61,2.91,7.46
