"SHALFORD (UNSTEAD SEW WKS)",,,,,,,,,,,,
Grid ref,SU995454,Long,-0.577293,Lat,51.199162,,,,,,,
Station no,197/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.96,1.92,1.24,1.39,3.13,3.99,1.95,2.68,2.96,3.04,,
February,7.51,0.68,1.48,2.53,1.57,0.45,3.90,2.37,0.06,2.35,,
March,4.89,2.82,0.36,3.09,1.32,0.68,1.30,2.38,2.99,1.38,,
April,2.52,1.51,2.17,0.32,0.14,1.05,0.35,0.86,2.26,0.79,,
May,2.58,2.24,2.04,2.40,3.54,0.31,1.61,3.07,0.49,1.29,,
June,1.30,1.51,1.34,3.13,2.35,2.18,1.03,4.03,0.58,1.19,,
July,1.98,0.82,3.50,2.64,0.62,4.51,3.59,0.96,2.12,2.63,,
August,4.32,2.39,1.62,2.41,1.16,3.47,2.83,4.78,2.41,3.47,,
September,3.04,3.47,2.44,2.21,1.32,3.40,2.78,4.26,0.06,2.87,,
October,0.78,3.34,3.90,2.07,4.59,1.46,1.43,2.58,2.33,7.47,,
November,8.55,3.13,1.66,5.92,2.92,0.89,2.77,2.27,4.36,4.66,,
December,3.44,2.26,0.67,2.94,2.68,4.89,2.52,3.49,5.63,3.51,,
Total,45.87,26.09,22.42,31.05,25.34,27.28,26.06,33.73,26.25,34.65,,
Calc annual,45.87,26.09,22.42,31.05,25.34,27.28,26.06,33.73,26.25,34.65,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
