"PURLEY RIDDLESDOWN ROAD NO 1",,,,,,,,,,,,
Grid ref,TQ321613,Long,-0.105078,Lat,51.335454,,,,,,,
Station no,RR4791,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,1.04,5.42,1.13,1.94,1.16,,
February,,,,,,0.96,2.62,1.67,1.24,0.74,,
March,,,,,,3.44,1.25,0.86,3.07,3.59,,
April,,,,,,1.81,0.79,3.46,2.51,2.06,,
May,,,,,,1.08,1.64,2.06,2.39,1.32,,
June,,,,,,5.74,2.97,2.11,1.87,2.92,,
July,,,,,,1.93,0.73,1.04,3.41,3.45,,
August,,,,,,2.77,1.47,2.18,4.10,2.31,,
September,,,,,,1.94,1.76,0.63,1.48,3.25,,
October,,,,,,1.39,4.13,3.87,2.51,4.92,,
November,,,,,,4.78,5.42,2.71,0.81,1.12,,
December,,,,,,0.66,2.17,3.38,2.49,3.88,,
Total,,,,,,27.54,30.37,25.10,27.82,30.72,,
Calc annual,0.00,0.00,0.00,0.00,0.00,27.54,30.37,25.10,27.82,30.72,,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,0.00,,
