"DALRYMPLE (KNOCKJARDEN W.W.)",,,,,,,,,,,,
Grid ref,NS354151,Long,-4.600991,Lat,55.402133,,,,,,,
Station no,5261/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.00,6.54,3.21,4.29,3.02,2.92,4.53,3.63,1.25,4.18,,
February,3.07,2.11,1.47,3.16,1.72,0.85,2.31,3.35,2.08,3.61,,
March,3.38,1.38,0.78,2.32,1.19,1.79,3.61,0.93,1.95,1.79,,
April,2.34,1.94,1.68,1.33,2.43,1.23,2.27,1.50,1.80,2.61,,
May,1.83,1.58,1.79,1.77,3.13,2.08,1.37,3.05,1.78,1.65,,
June,1.49,3.03,0.87,4.10,2.81,2.31,2.25,3.35,3.14,2.36,,
July,2.86,3.27,5.78,4.90,1.72,5.11,3.89,4.96,5.31,2.89,,
August,4.48,5.08,3.36,4.14,1.83,5.31,4.39,5.29,0.84,3.34,,
September,2.61,3.10,5.12,6.02,4.06,3.37,3.60,3.98,2.18,2.93,,
October,1.45,3.88,3.11,9.19,2.46,3.45,4.68,3.16,6.07,1.59,,
November,5.83,2.58,6.78,5.70,1.75,2.06,2.13,2.04,4.12,6.03,,
December,7.10,4.10,3.91,5.81,5.40,5.32,4.18,3.83,5.21,4.69,,
Total,40.44,38.59,37.86,52.73,31.52,35.80,39.21,39.07,35.73,37.67,,
Calc annual,40.44,38.59,37.86,52.73,31.52,35.80,39.21,39.07,35.73,37.67,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
