"CROFT DALTON-ON-TEES",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4604,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.13,3.56,2.91,0.74,1.64,,,,,,,
February,0.85,0.11,1.83,3.64,0.77,,,,,,,
March,2.24,0.77,1.46,1.42,1.31,,,,,,,
April,3.58,-999.00,2.25,1.52,1.69,,,,,,,
May,3.64,1.19,1.70,1.88,5.38,,,,,,,
June,0.76,1.52,1.49,0.72,2.39,,,,,,,
July,5.53,1.62,3.96,2.12,2.96,,,,,,,
August,1.20,3.85,1.68,2.84,2.10,,,,,,,
September,1.18,0.58,2.51,1.80,1.80,,,,,,,
October,1.46,0.91,1.25,2.25,3.14,,,,,,,
November,0.82,2.29,0.59,3.49,1.25,,,,,,,
December,2.33,1.66,3.69,2.44,3.07,,,,,,,
Total,26.72,19.09,25.32,24.86,27.50,,,,,,,
Calc annual,26.72,18.06,25.32,24.86,27.50,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,1.03,0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,
