HIGHFIELD-SHREWSBURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ511119,Long,-2.7251077,Lat,52.702551,Elevation,250,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,0.46,0.8,2.39,0.71,1.95,2.88,0.57,1.81,2.4,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,2.23,1.7,0.99,2.04,2.21,0.56,3.17,1.06,0.91,1.32,1.79,0.45,3.25,3.16,0.74,2.9,0.76,1.96,1.61,2.31,3.67,,,,,,,,,,
February,,,,,,,,,0.94,0.98,0.57,2.62,0.26,0.4,1.25,1.71,2.18,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,3.43,1.18,0.9,1.55,3.29,0.75,1.45,0.95,1.34,0.84,2.31,1.23,1.11,1.05,1.97,2.89,3.93,1.13,1.39,2.53,2.42,,,,,,,,,,
March,,,,,,,,,1.11,2,2.33,3.75,2.52,0.85,2.38,1.01,1.41,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.75,2.45,1.16,3.65,1.37,3.15,1.13,0.78,2.88,2.04,0.45,1.32,3.26,4.11,2.43,0.72,3.2,2.64,1.22,4.54,2.67,,,,,,,,,,
April,,,,,,,,,2.86,2.83,1.09,1,1.75,1.44,1.69,1.06,0.68,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,1.04,1.95,2.1,1.03,1.07,1.48,0.86,1.54,2.47,1.99,1.64,0.63,0.15,3.41,0.88,1.37,1.15,1.55,2.18,1.64,4.48,,,,,,,,,,
May,,,,,,,,,2.12,0.86,3.09,0.93,4.83,1.03,1.96,3.75,1.56,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,1.97,0.79,2.56,2.61,2.16,0.91,1.64,2.76,1.64,0.53,2.03,1.18,2.68,2.07,0.68,2.19,2.55,3.46,3.12,0.94,2.86,,,,,,,,,,
June,,,,,,,,,2.96,2.14,4.28,3.66,1.93,4.36,1.6,1.83,3.64,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,2.41,2.65,2.6,1.84,0.89,2.37,1.99,3.83,2,3.46,1.78,1.76,3.94,0.98,1.98,1.59,2.07,2,0.84,1.18,2.66,,,,,,,,,,
July,,,,,,,,,2.01,5.27,3.03,4.53,1.65,1.5,0.47,1.22,1.61,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,2.13,3.73,0.94,2.84,2.25,1.22,0.92,2.64,2.64,2.59,2.25,0.28,2.44,1.22,3.57,4.64,1.85,1.46,3.25,1.98,5.84,,,,,,,,,,
August,,,,,,,,,1.93,2.81,5.39,1.02,3.08,2.3,1.25,4.27,4.36,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,3.82,1.63,4.58,4.43,3.33,3.78,1.58,2.68,3.42,2.02,2.81,1.56,5.73,2.52,3.77,4.3,1.69,4.81,1.51,2.67,1.25,,,,,,,,,,
September,,,,,,,,,1.88,2.26,1.67,2.23,2.72,3.56,2.84,0.19,5.19,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,0.66,0.94,1.27,3.39,1.43,1.07,0.65,0.7,1.92,1.97,0.6,1.91,0.58,1.85,0.97,0.71,0.92,1.11,6.16,2.39,2.58,,,,,,,,,,
October,,,,,,,,,3.75,3.46,3.06,1.21,3.15,3.59,2.42,3.88,1.61,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.08,1.8,2.55,5.13,0.39,1.26,4.18,5.56,1.71,3.04,3.17,2.75,2.5,3.68,1.97,2.06,3.73,3.32,1.88,3.5,3.38,,,,,,,,,,
