"WESTMINSTER ST. JAMES'S PARK",,,,,,,,,,,,
Grid ref,TQ299799,Long,-0.129831,Lat,51.503115,,,,,,,
Station no,37,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.01,1.83,0.85,1.11,2.55,3.27,1.33,1.95,2.14,1.49,,
February,5.56,0.94,1.26,2.20,1.45,0.24,2.92,2.41,0.07,1.86,,
March,3.22,2.85,0.55,2.18,1.02,0.97,0.99,1.21,1.72,1.59,,
April,2.83,1.33,2.66,0.32,0.37,1.17,0.25,1.62,2.04,0.50,,
May,2.30,1.44,1.30,1.98,4.82,0.42,1.21,2.16,0.89,1.71,,
June,1.24,2.38,1.85,3.12,2.92,2.07,1.17,5.46,1.31,1.33,,
July,1.35,0.62,3.90,2.91,0.73,4.87,3.42,1.88,1.51,3.25,,
August,3.42,2.94,2.06,3.72,1.10,4.08,1.73,3.66,1.31,3.20,,
September,3.10,2.61,1.93,1.89,1.79,2.02,2.41,3.56,0.11,4.46,,
October,0.95,2.54,2.96,2.52,2.65,1.63,1.84,2.78,1.84,4.81,,
November,4.85,3.61,0.77,3.28,0.53,0.38,2.17,1.70,2.40,3.20,,
December,1.83,2.48,0.64,1.59,1.65,2.24,1.86,2.83,3.11,1.95,,
Total,33.66,25.57,20.73,26.82,21.58,23.36,21.30,31.22,18.45,29.35,,
Calc annual,33.66,25.57,20.73,26.82,21.58,23.36,21.30,31.22,18.45,29.35,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
