"WESTMINSTER ST JAMES'S PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,37,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.56,2.15,4.54,1.52,1.80,1.24,1.42,2.71,0.96,1.04,,
February,1.58,0.72,1.21,0.67,1.33,2.32,1.07,1.10,0.98,3.42,,
March,2.90,2.10,0.30,0.07,0.97,1.14,4.41,0.54,0.91,0.70,,
April,1.65,0.73,1.15,1.21,1.00,1.46,1.53,1.50,1.89,2.37,,
May,1.44,2.48,1.77,0.89,2.95,3.06,1.07,2.12,2.25,1.61,,
June,2.11,0.59,1.86,1.69,1.63,2.86,2.54,2.25,0.69,1.55,,
July,4.11,1.65,1.55,1.95,2.90,1.34,2.38,1.05,0.67,3.55,,
August,5.16,1.70,1.25,2.55,1.17,3.80,0.11,3.00,1.26,1.61,,
September,0.61,1.21,1.78,2.94,1.20,2.58,1.29,1.29,0.32,2.50,,
October,0.62,3.54,2.54,2.92,1.83,1.31,0.09,2.09,5.46,0.40,,
November,2.47,2.09,1.33,3.56,0.14,2.91,1.06,1.70,2.34,4.77,,
December,1.76,2.40,1.33,0.97,2.43,1.93,2.28,1.79,1.47,1.60,,
Total,26.97,21.36,20.61,20.94,19.35,25.95,19.25,21.14,19.20,25.12,,
Calc annual,26.97,21.36,20.61,20.94,19.35,25.95,19.25,21.14,19.20,25.12,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
