THRAPSTON-ISLIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP987789,Long,-0.550773,Lat,52.399225,Elevation,145,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1128/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,2.05,1.86,1.13,3.45,1.02,1.17,0.82,1.6,0.98,3.27,2.31,0.92,2.28,,,,,,,2.39,0.75,1.78,0.87,2.19,1.32,3.21,1.01,2.12,1.27,1.23,1.17,0.85,0.78,3.31,2.89,2.39,4.96,2.86,3.79,2.19,3.33,1.48,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,1.42,0.72,2.53,0.59,1.61,1.11,0.81,0.39,2.01,1.06,1.35,0.55,0.99,2.26,,,,,,,1.82,3.1,0.39,1.67,2.44,2.14,1.21,0.5,0.64,2.48,0.29,1.93,0.52,1.92,2.15,2.76,0.71,0.77,2.86,1.74,0.97,0.74,1.07,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,1.2,3.03,1.31,2.16,1.62,0.89,2.63,2.76,0.74,1.58,1.89,2.89,2.28,1,,,,,,,1.71,1.73,0.63,1.02,0.49,1.74,1.26,0.12,1.12,0.47,1.43,2.5,1.41,0.48,1.2,3.52,0.14,1.68,2.07,3.57,1.73,0.91,0.17,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,0.94,1.55,0.94,1.49,0.36,2.62,2.26,1.36,1.52,0.78,0.06,2.27,0.67,0.67,,,,,,,2.75,1.35,3.11,1.34,2.53,1.46,0.98,0.95,2.29,3.22,2.28,0.42,1.28,2.99,1.82,2.45,0.08,2.37,2.35,1.26,0.91,0.95,2.07,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,2.01,1.86,1.82,1.02,1.38,4.07,1.07,1.4,2.7,1.42,1.45,1.47,0.84,1.79,,,,,,,0.98,0.93,4.09,2.54,1.67,0.54,1.19,0.79,2.64,2.33,3.39,1.51,0.44,0.86,1.36,3.95,1.82,0.78,1.6,2.05,2.97,1.66,1.05,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,2.78,0.61,2.54,5.68,1.31,0.93,2.62,1.12,1.15,3.77,0.7,3.07,0.82,,,,,,,1.14,0.56,1.83,0,1.95,3.05,1.75,0.58,0.62,1.62,0.44,1.78,0.74,2.38,4.03,1.59,1.35,1.64,0.69,1.3,0.59,1.76,2.93,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,2.48,2.54,0.84,0.66,2.07,1.96,2.53,1.88,0.65,4.69,1,1.25,3.22,,,,,,,3.49,2.49,2.59,1.71,0.77,2.32,2.43,1.45,2.65,2.09,3.63,1.58,1.83,0.49,5.51,1.26,1.09,3.04,2.72,3.21,1.7,0.72,1.64,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,3.2,1.59,2.22,1.49,1.77,2.82,1.85,1.94,3.24,7,0.69,1.71,1.47,,,,,,,5.02,1.78,1.36,1.73,1.07,4.09,1.47,0.46,2.41,4.04,2,0.82,1.53,2.04,0.65,1.92,2.35,5.35,0.16,3.73,2.76,2.02,2.22,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,2.34,1.66,1.87,1.12,0.66,1.32,1.86,0.65,0.97,0.79,1.18,1.07,1.01,,,,,,,1.75,2.31,2.59,2.15,1.43,4.32,0.64,0.53,3.4,2.35,2.58,1.83,1.75,3.39,2.35,1.03,1.98,0.95,0.6,0.49,0.8,1.31,2.82,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,5.84,0.71,1.54,3.79,3,1.65,3.25,1.69,1.7,1.97,3.65,2.86,0.98,,,,,,,0.68,2.71,3.77,2.93,2.17,1.6,2.76,2.41,1.07,0.37,3.03,1.58,1.03,2.6,1.62,2.45,2.06,4.3,2.3,1.91,1.96,1.58,2.66,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
