BAGSHOT PENNY HILL PARK,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8402,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.72,2.18,,,,,,,,,,
February,0.50,0.37,,,,,,,,,,
March,1.78,1.43,,,,,,,,,,
April,3.82,0.72,,,,,,,,,,
May,1.02,1.02,,,,,,,,,,
June,1.67,0.57,,,,,,,,,,
July,6.24,0.24,,,,,,,,,,
August,1.68,1.41,,,,,,,,,,
September,2.27,2.06,,,,,,,,,,
October,2.05,1.20,,,,,,,,,,
November,1.40,1.96,,,,,,,,,,
December,2.56,1.50,,,,,,,,,,
Total,27.71,14.66,,,,,,,,,,
Calc annual,27.71,14.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
