BAGSHOT PENNY HILL PARK,,,,,,,,,,,,
Grid ref,SU900627,Long,-0.708871,Lat,51.356254,,,,,,,
Station no,RR8402,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.04,,
February,,,,,,,,,,0.55,,
March,,,,,,,,,,3.67,,
April,,,,,,,,,,2.33,,
May,,,,,,,,,,1.53,,
June,,,,,,,,,,4.01,,
July,,,,,,,,,,3.00,,
August,,,,,,,,,,1.65,,
September,,,,,,,,,,3.30,,
October,,,,,,,,,,5.15,,
November,,,,,,,,,,0.73,,
December,,,,,,,,,,2.96,,
Total,,,,,,,,,,29.92,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.92,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
