FEWSTON SOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE187538,Long,-1.716,Lat,53.980,Elevation,525,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,5.69,2.79,1.37,1.33,3.82,2.33,2.53,1.26,4.77,5.53,1.74,2.59,2.13,4.88,5.45,2.2,1.56,2.19,2.64,1.1,5.3,1.72,2.03,1.66,4.82,1.57,5.7,4.33,2.08,5.43,2.34,3.46,3.47,4.02,4.64,5.22,4.93,,,,,,,,
February,,,,,,,1.15,0.93,0.57,1.65,1.18,0.2,3.64,4.84,6.48,0.86,0.96,3.15,3.26,1.94,4.14,1.32,1.01,2.96,3.5,2.62,2.34,1.7,2.61,1.51,3.93,3.79,2.19,1.17,2.08,4.66,5.38,0.66,4.35,1.93,2.62,0.35,3.77,,,,,,,,
March,,,,,,,3.91,1.34,4.76,2.28,2.96,2.55,1.4,0.83,3.28,2.97,4.22,4.45,1.37,1.52,0.95,2.54,1.13,4.05,1.78,3.44,2.19,2.46,4.52,4.24,0.65,2.55,4.75,3.93,3.55,1.24,5.23,2.63,1.56,5.03,3.1,2.16,,,,,,,,,
April,,,,,,,2.42,1.96,3.5,3.65,1.54,2.46,2.28,0.81,3.42,2.49,2.17,2.37,2.88,3.42,1.78,2.66,1.14,1.53,1.99,2.73,0.79,2.01,2.77,3.01,3.65,1.62,0.72,3.43,1.37,1.42,2.29,2.28,1.05,2.19,4.88,1.47,,,,,,,,,
May,,,,,,,4.53,2.03,1.16,2.57,3.08,1.94,3.43,1.88,2.04,0.62,0.53,1.25,2.64,3.92,2.05,1.35,2.33,4.08,3.39,0.63,2.89,4.24,3.41,2.03,2.15,1.08,2.63,2.36,1.52,2.37,3.08,2.58,4.34,1.55,3.76,2.56,,,,,,,,,
June,,,,,,,1.36,0.09,2.52,0.19,3.24,1.23,4.77,2.41,3.55,2.67,5.45,4.52,2.32,1.7,3.8,1.38,2.07,2.03,2.43,1.95,1.06,5.36,1.16,2.83,3.25,3.21,7,1.3,2.53,0.5,2.19,2.48,1.02,1.31,1.87,0.14,,,,,,,,,
July,,,,,,,2.8,1.26,5.67,1.82,2.41,3.92,1.78,2.67,4.04,5.52,2.48,1.19,1.52,1.8,3.61,1.92,2.32,4.43,2.76,1.09,2.01,2.53,4.44,4.64,2.76,0.6,6.01,0.74,2.37,4.29,2.22,1.52,5.25,2.65,6.89,1.6,,,,,,,,,
August,,,,,,,2,3.16,3.76,5.03,4.85,4.48,4.58,3.66,3.72,2.7,2.18,4.71,3.83,1.69,6.34,1.49,3.53,4.93,3.97,4.23,3.39,2.5,2.83,4.1,5.52,2.28,6.44,1.93,1.6,2.88,1.99,6.3,2.61,2.45,1.89,4.76,,,,,,,,,
September,,,,,,,2.58,3.84,0.62,1.41,2.27,2.11,1.98,2.37,0.95,1.89,5.14,3.32,0.88,4.34,1.07,1.14,1.35,4.78,1.59,2.25,0.69,0.91,3.67,2.22,0.28,3.4,2.03,1.6,1.49,0.57,1.72,1.5,7.62,1.62,1.25,1.51,,,,,,,,,
October,,,,,,,4.82,2.49,0.78,5.78,1.7,4.63,8.29,3.28,5.94,5.25,4.11,1.72,5.44,3.24,4.88,2.05,3.39,8.91,1.14,2.17,5.56,8.03,2.04,2.87,4.21,3.35,3.74,2.68,2.63,1.75,7.16,4.98,2.54,3.55,3.02,2.27,,,,,,,,,
November,,,,,,,2.6,3.26,8.24,1.27,4.29,3.42,2.57,2.9,1.79,4.75,1.92,2.62,3.69,1.4,5.49,4.74,2.22,2.25,3.51,5.3,4.21,2.26,2.18,1.42,4.43,4.35,2.56,3.44,5.19,2.75,4.15,3.38,1.78,2.82,2.26,2.91,,,,,,,,,
December,,,,,,,5.09,2.46,2.4,2.08,1.18,6.04,1.54,4.93,3.1,4.34,4.77,3.47,3.81,3.96,4.14,4.16,2.43,1.42,1.71,0.79,3.2,4.32,2.14,5.74,4.48,6.29,3.88,1.93,7.43,7.85,2.42,2.32,6.1,4.64,3.93,4.43,,,,,,,,,
Total,,,,,,,38.95,25.61,35.35,29.06,32.52,35.31,38.79,31.84,43.08,39.59,35.67,35.36,33.77,33.81,43.7,26.95,24.48,43.56,30.41,28.3,33.63,38.04,33.8,36.27,40.13,34.09,47.65,28.84,33.84,35.71,40.17,34.09,41.69,33.76,40.11,29.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The rain gauge is shown on the old OS Six Inch map.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
