TUNBRIDGE-WELLS-BREDBURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ5783739454,Long,0.254479,Lat,51.132615,Elevation,418,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,,1.02,3.89,3.06,1.01,2.53,4.82,3.18,0.87,2.71,0.63,3.49,4.1,1.3,1.45,2.74,5.9,1.41,5,1.42,1.91,1.16,3.2,1.77,2.92,4.97,,,,,,
February,,,,,,,,,,2.31,1.21,0.05,1.97,4.15,1.87,0.61,0.29,2.65,1.37,3.01,6.32,2.39,1.62,2,3.89,1.04,2.71,1.92,1.23,0.63,4.9,1.7,2.79,1.13,,,,,,
March,,,,,,,,,,2.5,2.95,3.29,2.44,0.5,1.6,1.8,3.1,5.14,1.98,0.97,1.15,2.46,1.77,3.51,1.88,4.38,2.14,1.05,3.11,4.51,2.3,2.85,5.2,3.52,,,,,,
April,,,,,,,,,1.78,3.11,2.76,0.49,1.85,0.06,2.12,1.98,0.66,2.03,1.06,2.72,1.29,2.66,0.84,2.2,1.08,2.51,1.43,3.4,2.48,1.73,2.3,2.56,0.12,,,,,,,
May,,,,,,,,,1.2,1.55,1.77,4,1.21,0.38,1.3,0.07,0.31,1.5,3.73,1.87,1.03,0.85,2.81,1.9,2.71,1.14,1.93,2.2,1.68,1.88,2.77,1.13,1.24,,,,,,,
June,,,,,,,,,3.41,1.82,3.09,2.39,3.22,0.97,2.39,0.24,3.6,1.76,1.83,1.14,2.66,1.35,2.56,4.68,0.99,3.91,2.28,2.83,2.29,2.91,1.71,2.14,2.84,,,,,,,
July,,,,,,,,,4.04,3,3.72,3.38,2.22,3.25,4.32,3.12,0.99,0.28,0.44,1.69,0.86,1.96,1.93,6.34,1.23,0.35,0.74,1.2,3.75,2.93,2.79,0.37,1.24,,,,,,,
August,,,,,,,,,2.68,2.59,2.43,4.73,3.17,0.75,2.36,1.91,2.71,2.74,1.43,0.72,2.78,1.75,3.82,3.67,1.55,2.15,0.85,2.27,4.81,2.6,2.86,0.74,7.07,,,,,,,
September,,,,,,,,,0.97,1.18,0.87,1.32,2.58,3.35,3.24,0.47,6.35,2.9,0.5,2.66,1.26,1.26,0.59,2.58,1.76,2.06,1.57,0.53,1.77,3.8,0.39,1.76,3.57,,,,,,,
October,,,,,,,,,1.73,7.48,1.38,10.02,5.95,4.55,5.04,3.09,4.8,0.25,3.63,2.49,2.5,3.68,2.53,7.88,2.48,1.77,4.74,5.48,1.93,7.15,3.23,6.3,4.27,,,,,,,
November,,,,,,,,,5.01,1.63,4.44,3.2,3.06,2.62,6.16,6.14,1.73,1.3,3.62,5.22,3.29,0.85,2.94,2.42,1.75,5.55,7,2.58,1.15,1.18,4.34,6.34,2.6,,,,,,,
December,,,,,,,,,2.38,2.09,0.9,4.58,2.09,2.94,2.36,4.08,4.66,4.39,3.17,2.02,4.04,5.37,2.33,2.49,4.1,0.78,2.35,3.67,3.42,4.66,4.53,7.53,4.28,,,,,,,
Total,,,,,,,,,,30.28,29.41,40.51,30.77,26.05,37.58,26.69,30.07,27.65,23.39,28,31.28,25.88,25.19,42.41,29.32,27.05,32.74,28.55,29.53,35.14,35.32,35.19,38.14,,,,,,,
