"SABDEN (CRAGGS DOLE)",,,,,,,,,,,,
Grid ref,SD783389,Long,-2.331304,Lat,53.845883,,,,,,,
Station no,2984,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.82,5.68,2.23,4.92,2.63,4.75,,3.49,2.96,6.97,,
February,4.06,1.47,2.54,3.28,2.47,1.51,,8.11,0.81,3.02,,
March,5.14,2.40,1.87,2.67,2.04,2.75,,2.09,2.54,1.41,,
April,2.76,2.91,3.22,1.35,3.02,3.20,,1.49,2.48,3.19,,
May,2.14,2.16,3.57,2.91,3.60,3.00,,5.86,1.82,1.88,,
June,1.57,3.45,2.84,3.71,4.07,2.35,,6.10,3.53,1.40,,
July,4.15,2.97,6.21,7.78,1.11,5.69,,4.13,4.11,10.13,,
August,6.66,7.54,6.67,7.73,1.17,11.89,,5.21,0.67,6.44,,
September,4.09,5.28,5.17,5.40,3.18,4.69,,5.29,0.44,3.28,,
October,1.18,3.73,2.41,8.81,3.54,2.93,,4.24,6.12,4.29,,
November,8.81,2.21,6.35,5.08,2.10,1.98,,2.07,5.95,7.93,,
December,9.72,4.73,2.70,7.67,7.98,4.85,,4.63,7.84,5.70,,
Total,56.10,44.53,45.78,61.31,36.91,49.59,,52.71,39.27,55.64,,
Calc annual,56.10,44.53,45.78,61.31,36.91,49.59,0.00,52.71,39.27,55.64,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,0.00,0.00,0.00,,
